DBN,School Name,Year,% English Language Learners
05M157,The Urban Assembly School for Global Commerce,2022-23,0.08552631735801697
05M161,P.S. 161 Pedro Albizu Campos,2018-19,0.24193547666072845
05M161,P.S. 161 Pedro Albizu Campos,2019-20,0.24146981537342072
05M161,P.S. 161 Pedro Albizu Campos,2020-21,0.2634643316268921
05M161,P.S. 161 Pedro Albizu Campos,2021-22,0.24390244483947754
05M161,P.S. 161 Pedro Albizu Campos,2022-23,0.25600001215934753
05M175,P.S. 175 Henry H Garnet,2018-19,0.12103746086359024
05M175,P.S. 175 Henry H Garnet,2019-20,0.12244898080825806
05M175,P.S. 175 Henry H Garnet,2020-21,0.14330218732357025
05M175,P.S. 175 Henry H Garnet,2021-22,0.14137931168079376
05M175,P.S. 175 Henry H Garnet,2022-23,0.17161716520786285
05M194,P.S. 194 Countee Cullen,2018-19,0.15544041991233826
05M194,P.S. 194 Countee Cullen,2019-20,0.18378378450870514
05M194,P.S. 194 Countee Cullen,2020-21,0.17751479148864746
05M194,P.S. 194 Countee Cullen,2021-22,0.16867469251155853
05M194,P.S. 194 Countee Cullen,2022-23,0.15286624431610107
05M197,P.S. 197 John B. Russwurm,2018-19,0.062295082956552505
05M197,P.S. 197 John B. Russwurm,2019-20,0.07612456381320953
05M197,P.S. 197 John B. Russwurm,2020-21,0.07296137511730194
05M197,P.S. 197 John B. Russwurm,2021-22,0.06818182021379471
05M197,P.S. 197 John B. Russwurm,2022-23,0.08374384045600891
05M200,P.S. 200- The James McCune Smith School,2018-19,0.0911458358168602
05M200,P.S. 200- The James McCune Smith School,2019-20,0.09600000083446503
05M200,P.S. 200- The James McCune Smith School,2020-21,0.07046979665756226
05M200,P.S. 200- The James McCune Smith School,2021-22,0.05483870953321457
05M200,P.S. 200- The James McCune Smith School,2022-23,0.07266435772180557
05M285,Harlem Renaissance High School,2018-19,0.16203702986240387
05M285,Harlem Renaissance High School,2019-20,0.19718310236930847
05M285,Harlem Renaissance High School,2020-21,0.19254659116268158
05M285,Harlem Renaissance High School,2021-22,0.16230367124080658
05M285,Harlem Renaissance High School,2022-23,0.06565656512975693
05M286,Urban Assembly Academy for Future Leaders,2018-19,0.08799999952316284
05M286,Urban Assembly Academy for Future Leaders,2019-20,0.04854368790984154
05M286,Urban Assembly Academy for Future Leaders,2020-21,0.08602150529623032
05M286,Urban Assembly Academy for Future Leaders,2021-22,0.07500000298023224
05M286,Urban Assembly Academy for Future Leaders,2022-23,0.10526315867900848
05M304,Mott Hall High School,2018-19,0.2013888955116272
05M304,Mott Hall High School,2019-20,0.17991632223129272
05M304,Mott Hall High School,2020-21,0.21739129722118378
05M304,Mott Hall High School,2021-22,0.18536585569381714
05M304,Mott Hall High School,2022-23,0.15544041991233826
05M318,Thurgood Marshall Academy Lower School,2018-19,0.009523809887468815
05M318,Thurgood Marshall Academy Lower School,2019-20,0.029126213863492012
05M318,Thurgood Marshall Academy Lower School,2020-21,0.02688172087073326
05M318,Thurgood Marshall Academy Lower School,2021-22,0.03888889029622078
05M318,Thurgood Marshall Academy Lower School,2022-23,0.06321839243173599
05M362,Columbia Secondary School,2018-19,0.005571030545979738
05M362,Columbia Secondary School,2019-20,0.004297994077205658
05M362,Columbia Secondary School,2020-21,0.0057142856530845165
05M362,Columbia Secondary School,2021-22,0.012232416309416294
05M362,Columbia Secondary School,2022-23,0.013005780056118965
05M369,Urban Assembly School for the Performing Arts,2018-19,0.07493539899587631
05M369,Urban Assembly School for the Performing Arts,2019-20,0.06315789371728897
05M369,Urban Assembly School for the Performing Arts,2020-21,0.05440414324402809
05M369,Urban Assembly School for the Performing Arts,2021-22,0.05810397490859032
05M369,Urban Assembly School for the Performing Arts,2022-23,0.048689138144254684
05M371,School of Earth Exploration and Discovery Harlem (,2020-21,0.06410256773233414
05M371,School of Earth Exploration and Discovery Harlem (,2021-22,0.05343511328101158
05M371,School of Earth Exploration and Discovery Harlem (,2022-23,0.03999999910593033
05M499,Frederick Douglass Academy,2018-19,0.055688146501779556
05M499,Frederick Douglass Academy,2019-20,0.05503731220960617
05M499,Frederick Douglass Academy,2020-21,0.05935613811016083
05M499,Frederick Douglass Academy,2021-22,0.06841505318880081
05M499,Frederick Douglass Academy,2022-23,0.06985294073820114
05M514,New Design Middle School,2018-19,0.10563380271196365
05M514,New Design Middle School,2019-20,0.028985507786273956
05M514,New Design Middle School,2020-21,0.029629629105329514
05M514,New Design Middle School,2021-22,0.029999999329447746
05M514,New Design Middle School,2022-23,0.054794520139694214
05M517,Teachers College Community School,2018-19,0.01607717014849186
05M517,Teachers College Community School,2019-20,0.013368983753025532
05M517,Teachers College Community School,2020-21,0.0160857904702425
05M517,Teachers College Community School,2021-22,0.02593659982085228
05M517,Teachers College Community School,2022-23,0.03680981695652008
05M670,Thurgood Marshall Academy for Learning and Social,2018-19,0.04285714402794838
05M670,Thurgood Marshall Academy for Learning and Social,2019-20,0.03881700709462166
05M670,Thurgood Marshall Academy for Learning and Social,2020-21,0.041044775396585464
05M670,Thurgood Marshall Academy for Learning and Social,2021-22,0.03868471831083298
05M670,Thurgood Marshall Academy for Learning and Social,2022-23,0.03563941270112991
05M692,"High School for Mathematics, Science and Engineeri",2018-19,0.0020366599783301353
05M692,"High School for Mathematics, Science and Engineeri",2019-20,0
05M692,"High School for Mathematics, Science and Engineeri",2020-21,0
05M692,"High School for Mathematics, Science and Engineeri",2021-22,0
05M692,"High School for Mathematics, Science and Engineeri",2022-23,0
06M004,P.S. 004 Duke Ellington,2018-19,0.2871485948562622
06M004,P.S. 004 Duke Ellington,2019-20,0.2384769469499588
06M004,P.S. 004 Duke Ellington,2020-21,0.21758241951465607
06M004,P.S. 004 Duke Ellington,2021-22,0.25161290168762207
06M004,P.S. 004 Duke Ellington,2022-23,0.21541950106620789
06M005,P.S. 005 Ellen Lurie,2018-19,0.40942028164863586
06M005,P.S. 005 Ellen Lurie,2019-20,0.3489208519458771
06M005,P.S. 005 Ellen Lurie,2020-21,0.33397313952445984
06M005,P.S. 005 Ellen Lurie,2021-22,0.337634414434433
06M005,P.S. 005 Ellen Lurie,2022-23,0.35446009039878845
06M008,P.S. 008 Luis Belliard,2018-19,0.3656565546989441
06M008,P.S. 008 Luis Belliard,2019-20,0.3375000059604645
06M008,P.S. 008 Luis Belliard,2020-21,0.3333333432674408
06M008,P.S. 008 Luis Belliard,2021-22,0.3351648449897766
06M008,P.S. 008 Luis Belliard,2022-23,0.34705883264541626
06M018,P.S. 018 Park Terrace,2018-19,0.27731093764305115
06M018,P.S. 018 Park Terrace,2019-20,0.22922636568546295
06M018,P.S. 018 Park Terrace,2020-21,0.2358490526676178
06M018,P.S. 018 Park Terrace,2021-22,0.3085106313228607
06M018,P.S. 018 Park Terrace,2022-23,0.31779661774635315
06M028,P.S. 028 Wright Brothers,2018-19,0.3802345097064972
06M028,P.S. 028 Wright Brothers,2019-20,0.3721804618835449
06M028,P.S. 028 Wright Brothers,2020-21,0.38805970549583435
06M028,P.S. 028 Wright Brothers,2021-22,0.43879908323287964
06M028,P.S. 028 Wright Brothers,2022-23,0.40682414174079895
06M048,P.S. 048 P.O. Michael J. Buczek,2018-19,0.32426777482032776
06M048,P.S. 048 P.O. Michael J. Buczek,2019-20,0.26769912242889404
06M048,P.S. 048 P.O. Michael J. Buczek,2020-21,0.30641329288482666
06M048,P.S. 048 P.O. Michael J. Buczek,2021-22,0.33240997791290283
06M048,P.S. 048 P.O. Michael J. Buczek,2022-23,0.3294117748737335
06M052,Harold O. Levy School,2018-19,0.4674329459667206
06M052,Harold O. Levy School,2019-20,0.41417911648750305
06M052,Harold O. Levy School,2020-21,0.45967742800712585
06M052,Harold O. Levy School,2021-22,0.4196891188621521
06M052,Harold O. Levy School,2022-23,0.37931033968925476
06M098,P.S. 098 Shorac Kappock,2018-19,0.330143541097641
06M098,P.S. 098 Shorac Kappock,2019-20,0.2753623127937317
06M098,P.S. 098 Shorac Kappock,2020-21,0.2944444417953491
06M098,P.S. 098 Shorac Kappock,2021-22,0.28656715154647827
06M098,P.S. 098 Shorac Kappock,2022-23,0.2969283163547516
06M103,Dos Puentes Elementary School,2018-19,0.291262149810791
06M103,Dos Puentes Elementary School,2019-20,0.2987951934337616
06M103,Dos Puentes Elementary School,2020-21,0.30714285373687744
06M103,Dos Puentes Elementary School,2021-22,0.36138615012168884
06M103,Dos Puentes Elementary School,2022-23,0.3924349844455719
06M115,P.S. 115 Alexander Humboldt,2018-19,0.2699114978313446
06M115,P.S. 115 Alexander Humboldt,2019-20,0.268456369638443
06M115,P.S. 115 Alexander Humboldt,2020-21,0.2690355181694031
06M115,P.S. 115 Alexander Humboldt,2021-22,0.26631852984428406
06M115,P.S. 115 Alexander Humboldt,2022-23,0.2747875452041626
06M128,P.S. 128 Audubon,2018-19,0.21943049132823944
06M128,P.S. 128 Audubon,2019-20,0.1705297976732254
06M128,P.S. 128 Audubon,2020-21,0.15808171033859253
06M128,P.S. 128 Audubon,2021-22,0.18546845018863678
06M128,P.S. 128 Audubon,2022-23,0.20000000298023224
06M132,P.S. 132 Juan Pablo Duarte,2018-19,0.45748987793922424
06M132,P.S. 132 Juan Pablo Duarte,2019-20,0.4390243887901306
06M132,P.S. 132 Juan Pablo Duarte,2020-21,0.4301075339317322
06M132,P.S. 132 Juan Pablo Duarte,2021-22,0.46621620655059814
06M132,P.S. 132 Juan Pablo Duarte,2022-23,0.5483871102333069
06M143,J.H.S. 143 Eleanor Roosevelt,2018-19,0.5870445370674133
06M143,J.H.S. 143 Eleanor Roosevelt,2019-20,0.5585585832595825
06M143,J.H.S. 143 Eleanor Roosevelt,2020-21,0.5555555820465088
06M143,J.H.S. 143 Eleanor Roosevelt,2021-22,0.6091370582580566
06M143,J.H.S. 143 Eleanor Roosevelt,2022-23,0.6071428656578064
06M152,P.S. 152 Dyckman Valley,2018-19,0.26820603013038635
06M152,P.S. 152 Dyckman Valley,2019-20,0.2555147111415863
06M152,P.S. 152 Dyckman Valley,2020-21,0.26530611515045166
06M152,P.S. 152 Dyckman Valley,2021-22,0.24430641531944275
06M152,P.S. 152 Dyckman Valley,2022-23,0.22520661354064941
06M153,P.S. 153 Adam Clayton Powell,2018-19,0.3037036955356598
06M153,P.S. 153 Adam Clayton Powell,2019-20,0.2530612349510193
06M153,P.S. 153 Adam Clayton Powell,2020-21,0.24884793162345886
06M153,P.S. 153 Adam Clayton Powell,2021-22,0.2779156267642975
06M153,P.S. 153 Adam Clayton Powell,2022-23,0.25773194432258606
06M173,P.S. 173,2018-19,0.13871635496616364
06M173,P.S. 173,2019-20,0.11881188303232193
06M173,P.S. 173,2020-21,0.14189189672470093
06M173,P.S. 173,2021-22,0.1666666716337204
06M173,P.S. 173,2022-23,0.18554216623306274
06M178,Professor Juan Bosch Public School,2018-19,0.10915493220090866
06M178,Professor Juan Bosch Public School,2019-20,0.0853242352604866
06M178,Professor Juan Bosch Public School,2020-21,0.08396946638822556
06M178,Professor Juan Bosch Public School,2021-22,0.09765625
06M178,Professor Juan Bosch Public School,2022-23,0.10000000149011612
06M187,P.S./I.S. 187 Hudson Cliffs,2018-19,0.03870967775583267
06M187,P.S./I.S. 187 Hudson Cliffs,2019-20,0.035668790340423584
06M187,P.S./I.S. 187 Hudson Cliffs,2020-21,0.033829499036073685
06M187,P.S./I.S. 187 Hudson Cliffs,2021-22,0.029045643284916878
06M187,P.S./I.S. 187 Hudson Cliffs,2022-23,0.03684210404753685
06M189,P.S. 189,2018-19,0.24495288729667664
06M189,P.S. 189,2019-20,0.23065251111984253
06M189,P.S. 189,2020-21,0.21792618930339813
06M189,P.S. 189,2021-22,0.24543610215187073
06M189,P.S. 189,2022-23,0.2565789520740509
06M192,P.S. 192 Jacob H. Schiff,2018-19,0.29230770468711853
06M192,P.S. 192 Jacob H. Schiff,2019-20,0.2639296054840088
06M192,P.S. 192 Jacob H. Schiff,2020-21,0.2373417764902115
06M192,P.S. 192 Jacob H. Schiff,2021-22,0.2286689430475235
06M192,P.S. 192 Jacob H. Schiff,2022-23,0.2341269850730896
06M209,Hamilton Grange Middle School,2018-19,0.20677965879440308
06M209,Hamilton Grange Middle School,2019-20,0.1962616890668869
06M209,Hamilton Grange Middle School,2020-21,0.2232142835855484
06M209,Hamilton Grange Middle School,2021-22,0.21630093455314636
06M209,Hamilton Grange Middle School,2022-23,0.15064102411270142
06M210,P.S./I.S. 210 - Twenty-first Century Academy for C,2018-19,0.3835294246673584
06M210,P.S./I.S. 210 - Twenty-first Century Academy for C,2019-20,0.3372093141078949
06M210,P.S./I.S. 210 - Twenty-first Century Academy for C,2020-21,0.3569740056991577
06M210,P.S./I.S. 210 - Twenty-first Century Academy for C,2021-22,0.3990267515182495
06M210,P.S./I.S. 210 - Twenty-first Century Academy for C,2022-23,0.40458014607429504
06M211,Inwood Early College for Health and Information Te,2018-19,0.11594203114509583
06M211,Inwood Early College for Health and Information Te,2019-20,0.10893246531486511
06M211,Inwood Early College for Health and Information Te,2020-21,0.10823529213666916
06M211,Inwood Early College for Health and Information Te,2021-22,0.14320388436317444
06M211,Inwood Early College for Health and Information Te,2022-23,0.1532663255929947
06M223,The Mott Hall School,2018-19,0.023333333432674408
06M223,The Mott Hall School,2019-20,0.02068965509533882
06M223,The Mott Hall School,2020-21,0.029739776626229286
06M223,The Mott Hall School,2021-22,0.05263157933950424
06M223,The Mott Hall School,2022-23,0.06477732956409454
06M278,Paula Hedbavny School,2018-19,0.14882032573223114
06M278,Paula Hedbavny School,2019-20,0.15738964080810547
06M278,Paula Hedbavny School,2020-21,0.15923567116260529
06M278,Paula Hedbavny School,2021-22,0.15048544108867645
06M278,Paula Hedbavny School,2022-23,0.17804154753684998
06M293,City College Academy of the Arts,2018-19,0.05427631735801697
06M293,City College Academy of the Arts,2019-20,0.0555555559694767
06M293,City College Academy of the Arts,2020-21,0.0703764334321022
06M293,City College Academy of the Arts,2021-22,0.08006814122200012
06M293,City College Academy of the Arts,2022-23,0.07863248139619827
06M311,Amistad Dual Language School,2018-19,0.2846534550189972
06M311,Amistad Dual Language School,2019-20,0.30210772156715393
06M311,Amistad Dual Language School,2020-21,0.32923832535743713
06M311,Amistad Dual Language School,2021-22,0.37468355894088745
06M311,Amistad Dual Language School,2022-23,0.35264483094215393
06M314,Muscota,2018-19,0.06081081181764603
06M314,Muscota,2019-20,0.05960264801979065
06M314,Muscota,2020-21,0.05802047625184059
06M314,Muscota,2021-22,0.07755102217197418
06M314,Muscota,2022-23,0.06800000369548798
06M319,M.S. 319 - Maria Teresa,2018-19,0.3922078013420105
06M319,M.S. 319 - Maria Teresa,2019-20,0.3290155529975891
06M319,M.S. 319 - Maria Teresa,2020-21,0.3499999940395355
06M319,M.S. 319 - Maria Teresa,2021-22,0.3272727131843567
06M319,M.S. 319 - Maria Teresa,2022-23,0.236286923289299
06M322,Middle School 322,2018-19,0.42500001192092896
06M322,Middle School 322,2019-20,0.4153846204280853
06M322,Middle School 322,2020-21,0.41438356041908264
06M322,Middle School 322,2021-22,0.3759689927101135
06M322,Middle School 322,2022-23,0.33734938502311707
06M324,M.S. 324 - Patria Mirabal,2018-19,0.3382352888584137
06M324,M.S. 324 - Patria Mirabal,2019-20,0.3510971665382385
06M324,M.S. 324 - Patria Mirabal,2020-21,0.36194029450416565
06M324,M.S. 324 - Patria Mirabal,2021-22,0.36466166377067566
06M324,M.S. 324 - Patria Mirabal,2022-23,0.4054054021835327
06M328,Community Math & Science Prep,2018-19,0.5142857432365417
06M328,Community Math & Science Prep,2019-20,0.455089807510376
06M328,Community Math & Science Prep,2020-21,0.46268656849861145
06M328,Community Math & Science Prep,2021-22,0.4256756901741028
06M328,Community Math & Science Prep,2022-23,0.5182482004165649
06M346,Community Health Academy of the Heights,2018-19,0.17952314019203186
06M346,Community Health Academy of the Heights,2019-20,0.12949639558792114
06M346,Community Health Academy of the Heights,2020-21,0.16060605645179749
06M346,Community Health Academy of the Heights,2021-22,0.1893203854560852
06M346,Community Health Academy of the Heights,2022-23,0.2173202633857727
06M348,Washington Heights Expeditionary Learning School,2018-19,0.16087962687015533
06M348,Washington Heights Expeditionary Learning School,2019-20,0.16741572320461273
06M348,Washington Heights Expeditionary Learning School,2020-21,0.1775210052728653
06M348,Washington Heights Expeditionary Learning School,2021-22,0.20209424197673798
06M348,Washington Heights Expeditionary Learning School,2022-23,0.19813278317451477
06M349,Harbor Heights,2018-19,0.9224806427955627
06M349,Harbor Heights,2019-20,0.9268292784690857
06M349,Harbor Heights,2020-21,0.8367347121238708
06M349,Harbor Heights,2021-22,0.8666666746139526
06M349,Harbor Heights,2022-23,0.6935483813285828
06M366,Washington Heights Academy,2018-19,0.11884550005197525
06M366,Washington Heights Academy,2019-20,0.0984455943107605
06M366,Washington Heights Academy,2020-21,0.12248628586530685
06M366,Washington Heights Academy,2021-22,0.13733075559139252
06M366,Washington Heights Academy,2022-23,0.14059406518936157
06M368,The William Lynch School,2018-19,0.16778524219989777
06M368,The William Lynch School,2019-20,0.13750000298023224
06M368,The William Lynch School,2020-21,0.13942307233810425
06M368,The William Lynch School,2021-22,0.15596330165863037
06M368,The William Lynch School,2022-23,0.15879827737808228
06M423,High School for Excellence and Innovation,2018-19,0.5109890103340149
06M423,High School for Excellence and Innovation,2019-20,0.5925925970077515
06M423,High School for Excellence and Innovation,2020-21,0.5739644765853882
06M423,High School for Excellence and Innovation,2021-22,0.5947712659835815
06M423,High School for Excellence and Innovation,2022-23,0.5033556818962097
06M462,The College Academy,2018-19,0.5222482681274414
06M462,The College Academy,2019-20,0.5422343611717224
06M462,The College Academy,2020-21,0.5208913683891296
06M462,The College Academy,2021-22,0.5174603462219238
06M462,The College Academy,2022-23,0.4224924147129059
06M463,High School for Media and Communications,2018-19,0.4974747598171234
06M463,High School for Media and Communications,2019-20,0.47999998927116394
06M463,High School for Media and Communications,2020-21,0.4268292784690857
06M463,High School for Media and Communications,2021-22,0.3696969747543335
06M463,High School for Media and Communications,2022-23,0.3159509301185608
06M467,High School for Law and Public Service,2018-19,0.3887733817100525
06M467,High School for Law and Public Service,2019-20,0.3595505654811859
06M467,High School for Law and Public Service,2020-21,0.35412025451660156
06M467,High School for Law and Public Service,2021-22,0.323369562625885
06M467,High School for Law and Public Service,2022-23,0.3499999940395355
06M468,High School for Health Careers and Sciences,2018-19,0.41134750843048096
06M468,High School for Health Careers and Sciences,2019-20,0.4164588451385498
06M468,High School for Health Careers and Sciences,2020-21,0.4040403962135315
06M468,High School for Health Careers and Sciences,2021-22,0.4000000059604645
06M468,High School for Health Careers and Sciences,2022-23,0.31621623039245605
06M513,Castle Bridge School,2018-19,0.34761905670166016
06M513,Castle Bridge School,2019-20,0.33862432837486267
06M513,Castle Bridge School,2020-21,0.3072625696659088
06M513,Castle Bridge School,2021-22,0.29949238896369934
06M513,Castle Bridge School,2022-23,0.2588832378387451
06M528,I.S. 528 Bea Fuller Rodgers School,2018-19,0.274678111076355
06M528,I.S. 528 Bea Fuller Rodgers School,2019-20,0.1854838728904724
06M528,I.S. 528 Bea Fuller Rodgers School,2020-21,0.20472441613674164
06M528,I.S. 528 Bea Fuller Rodgers School,2021-22,0.2669491469860077
06M528,I.S. 528 Bea Fuller Rodgers School,2022-23,0.2938775420188904
06M540,A. Philip Randolph Campus High School,2018-19,0.14171656966209412
06M540,A. Philip Randolph Campus High School,2019-20,0.13129879534244537
06M540,A. Philip Randolph Campus High School,2020-21,0.1481727510690689
06M540,A. Philip Randolph Campus High School,2021-22,0.14673912525177002
06M540,A. Philip Randolph Campus High School,2022-23,0.13902053236961365
06M552,Gregorio Luperon High School for Science and Mathe,2018-19,0.781190037727356
06M552,Gregorio Luperon High School for Science and Mathe,2019-20,0.7735124826431274
06M552,Gregorio Luperon High School for Science and Mathe,2020-21,0.8256029486656189
06M552,Gregorio Luperon High School for Science and Mathe,2021-22,0.8397790193557739
06M552,Gregorio Luperon High School for Science and Mathe,2022-23,0.7604166865348816
07X001,P.S. 001 Courtlandt School,2018-19,0.2419106364250183
07X001,P.S. 001 Courtlandt School,2019-20,0.20772947371006012
07X001,P.S. 001 Courtlandt School,2020-21,0.21013133227825165
07X001,P.S. 001 Courtlandt School,2021-22,0.1876288652420044
07X001,P.S. 001 Courtlandt School,2022-23,0.16993464529514313
07X005,P.S. 5 Port Morris,2018-19,0.24554184079170227
07X005,P.S. 5 Port Morris,2019-20,0.21870286762714386
07X005,P.S. 5 Port Morris,2020-21,0.20655737817287445
07X005,P.S. 5 Port Morris,2021-22,0.190476194024086
07X005,P.S. 5 Port Morris,2022-23,0.23645320534706116
07X018,P.S. 018 John Peter Zenger,2018-19,0.2787456512451172
07X018,P.S. 018 John Peter Zenger,2019-20,0.24150268733501434
07X018,P.S. 018 John Peter Zenger,2020-21,0.2567567527294159
07X018,P.S. 018 John Peter Zenger,2021-22,0.28176796436309814
07X018,P.S. 018 John Peter Zenger,2022-23,0.2705882489681244
07X025,P.S. 025 Bilingual School,2018-19,0.18484288454055786
07X025,P.S. 025 Bilingual School,2019-20,0.21280603110790253
07X025,P.S. 025 Bilingual School,2020-21,0.21482889354228973
07X025,P.S. 025 Bilingual School,2021-22,0.22244897484779358
07X025,P.S. 025 Bilingual School,2022-23,0.223234623670578
07X029,P.S./M.S. 029 Melrose School,2018-19,0.14591194689273834
07X029,P.S./M.S. 029 Melrose School,2019-20,0.13081760704517365
07X029,P.S./M.S. 029 Melrose School,2020-21,0.1536523997783661
07X029,P.S./M.S. 029 Melrose School,2021-22,0.13655760884284973
07X029,P.S./M.S. 029 Melrose School,2022-23,0.16643741726875305
07X030,P.S. 030 Wilton,2018-19,0.20895522832870483
07X030,P.S. 030 Wilton,2019-20,0.20303605496883392
07X030,P.S. 030 Wilton,2020-21,0.23333333432674408
07X030,P.S. 030 Wilton,2021-22,0.19638825953006744
07X030,P.S. 030 Wilton,2022-23,0.17307692766189575
07X031,P.S./M.S. 031 The William Lloyd Garrison,2018-19,0.1312849223613739
07X031,P.S./M.S. 031 The William Lloyd Garrison,2019-20,0.12156295031309128
07X031,P.S./M.S. 031 The William Lloyd Garrison,2020-21,0.13665594160556793
07X031,P.S./M.S. 031 The William Lloyd Garrison,2021-22,0.15432098507881165
07X031,P.S./M.S. 031 The William Lloyd Garrison,2022-23,0.16101695597171783
07X043,P.S. 043 Jonas Bronck,2018-19,0.12610618770122528
07X043,P.S. 043 Jonas Bronck,2019-20,0.11835748702287674
07X043,P.S. 043 Jonas Bronck,2020-21,0.15099714696407318
07X043,P.S. 043 Jonas Bronck,2021-22,0.16564416885375977
07X043,P.S. 043 Jonas Bronck,2022-23,0.1318051517009735
07X049,P.S. 049 Willis Avenue,2018-19,0.13538461923599243
07X049,P.S. 049 Willis Avenue,2019-20,0.12903225421905518
07X049,P.S. 049 Willis Avenue,2020-21,0.12790697813034058
07X049,P.S. 049 Willis Avenue,2021-22,0.14642857015132904
07X049,P.S. 049 Willis Avenue,2022-23,0.1645338237285614
07X065,P.S. 065 Mother Hale Academy,2018-19,0.12732096016407013
07X065,P.S. 065 Mother Hale Academy,2019-20,0.12044817954301834
07X065,P.S. 065 Mother Hale Academy,2020-21,0.12025316804647446
07X065,P.S. 065 Mother Hale Academy,2021-22,0.14457830786705017
07X065,P.S. 065 Mother Hale Academy,2022-23,0.1964285671710968
07X154,P.S. 154 Jonathan D. Hyatt,2018-19,0.08708708733320236
07X154,P.S. 154 Jonathan D. Hyatt,2019-20,0.11589404195547104
07X154,P.S. 154 Jonathan D. Hyatt,2020-21,0.15705128014087677
07X154,P.S. 154 Jonathan D. Hyatt,2021-22,0.1320754736661911
07X154,P.S. 154 Jonathan D. Hyatt,2022-23,0.125
07X157,P.S. 157 Grove Hill,2018-19,0.07874015718698502
07X157,P.S. 157 Grove Hill,2019-20,0.09106239676475525
07X157,P.S. 157 Grove Hill,2020-21,0.06928838789463043
07X157,P.S. 157 Grove Hill,2021-22,0.06995885074138641
07X157,P.S. 157 Grove Hill,2022-23,0.10023310035467148
07X161,P.S. 161 Juan Ponce De Leon School,2018-19,0.1381443291902542
07X161,P.S. 161 Juan Ponce De Leon School,2019-20,0.11699779331684113
07X161,P.S. 161 Juan Ponce De Leon School,2020-21,0.125
07X161,P.S. 161 Juan Ponce De Leon School,2021-22,0.1376146823167801
07X161,P.S. 161 Juan Ponce De Leon School,2022-23,0.15170279145240784
07X179,P.S. 179,2018-19,0.21543408930301666
07X179,P.S. 179,2019-20,0.19230769574642181
07X179,P.S. 179,2020-21,0.1743772178888321
07X179,P.S. 179,2021-22,0.16239316761493683
07X179,P.S. 179,2022-23,0.1607142835855484
07X221,South Bronx Preparatory: A College Board School,2018-19,0.07001522183418274
07X221,South Bronx Preparatory: A College Board School,2019-20,0.05368098244071007
07X221,South Bronx Preparatory: A College Board School,2020-21,0.06875000149011612
07X221,South Bronx Preparatory: A College Board School,2021-22,0.07923930138349533
07X221,South Bronx Preparatory: A College Board School,2022-23,0.06761006265878677
07X223,The Laboratory School of Finance and Technology: X,2018-19,0.07552870362997055
07X223,The Laboratory School of Finance and Technology: X,2019-20,0.05124450847506523
07X223,The Laboratory School of Finance and Technology: X,2020-21,0.0615384615957737
07X223,The Laboratory School of Finance and Technology: X,2021-22,0.05580693855881691
07X223,The Laboratory School of Finance and Technology: X,2022-23,0.06339143961668015
07X224,P.S./I.S. 224,2018-19,0.19207316637039185
07X224,P.S./I.S. 224,2019-20,0.21352313458919525
07X224,P.S./I.S. 224,2020-21,0.1666666716337204
07X224,P.S./I.S. 224,2021-22,0.17467248439788818
07X224,P.S./I.S. 224,2022-23,0.18000000715255737
07X259,"H.E.R.O. High (Health, Education, and Research Occ",2018-19,0.10000000149011612
07X259,"H.E.R.O. High (Health, Education, and Research Occ",2019-20,0.0827067643404007
07X259,"H.E.R.O. High (Health, Education, and Research Occ",2020-21,0.10891088843345642
07X259,"H.E.R.O. High (Health, Education, and Research Occ",2021-22,0.1319340318441391
07X259,"H.E.R.O. High (Health, Education, and Research Occ",2022-23,0.11177347600460052
07X277,P.S. 277,2018-19,0.1458333283662796
07X277,P.S. 277,2019-20,0.14840182662010193
07X277,P.S. 277,2020-21,0.17158177495002747
07X277,P.S. 277,2021-22,0.17337460815906525
07X277,P.S. 277,2022-23,0.15259739756584167
07X296,South Bronx Academy for Applied Media,2018-19,0.15584415197372437
07X296,South Bronx Academy for Applied Media,2019-20,0.1388888955116272
07X296,South Bronx Academy for Applied Media,2020-21,0.10245901346206665
07X296,South Bronx Academy for Applied Media,2021-22,0.08181817829608917
07X296,South Bronx Academy for Applied Media,2022-23,0.06637167930603027
07X298,Academy of Public Relations,2018-19,0.29323309659957886
07X298,Academy of Public Relations,2019-20,0.2840000092983246
07X298,Academy of Public Relations,2020-21,0.3299492299556732
07X298,Academy of Public Relations,2021-22,0.3333333432674408
07X298,Academy of Public Relations,2022-23,0.3643410801887512
07X334,International Community High School,2018-19,0.8141176700592041
07X334,International Community High School,2019-20,0.8609756231307983
07X334,International Community High School,2020-21,0.902255654335022
07X334,International Community High School,2021-22,0.949438214302063
07X334,International Community High School,2022-23,0.8841463327407837
07X343,Academy of Applied Mathematics and Technology,2018-19,0.11726384609937668
07X343,Academy of Applied Mathematics and Technology,2019-20,0.10631228983402252
07X343,Academy of Applied Mathematics and Technology,2020-21,0.1229235902428627
07X343,Academy of Applied Mathematics and Technology,2021-22,0.1145833358168602
07X343,Academy of Applied Mathematics and Technology,2022-23,0.09634551405906677
07X359,Concourse Village Elementary School,2018-19,0.09248554706573486
07X359,Concourse Village Elementary School,2019-20,0.0796460211277008
07X359,Concourse Village Elementary School,2020-21,0.08771929889917374
07X359,Concourse Village Elementary School,2021-22,0.11788617819547653
07X359,Concourse Village Elementary School,2022-23,0.13333334028720856
07X369,Young Leaders Elementary School,2018-19,0.329365074634552
