"01M015 - P.S. 015 ROBERTO CLEMENTE"
"01M020 - P.S. 020 ANNA SILVER"
"01M034 - P.S. 034 FRANKLIN D. ROOSEVELT"
"01M063 - THE STAR ACADEMY - P.S.63"
"01M064 - P.S. 064 ROBERT SIMON"
"01M110 - P.S. 110 FLORENCE NIGHTINGALE"
"01M134 - P.S. 134 HENRIETTA SZOLD"
"01M140 - P.S. 140 NATHAN STRAUS"
"01M142 - P.S. 142 AMALIA CASTRO"
"01M184 - P.S. 184M SHUANG WEN"
"01M188 - P.S. 188 THE ISLAND SCHOOL"
"01M315 - THE EAST VILLAGE COMMUNITY SCHOOL"
"01M332 - UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL"
"01M361 - THE CHILDREN'S WORKSHOP SCHOOL"
"01M363 - NEIGHBORHOOD SCHOOL"
"01M364 - EARTH SCHOOL"
"01M378 - SCHOOL FOR GLOBAL LEADERS"
"01M450 - EAST SIDE COMMUNITY SCHOOL"
"01M539 - NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH"
"01M839 - TOMPKINS SQUARE MIDDLE SCHOOL"
"02M001 - P.S. 001 ALFRED E. SMITH"
"02M002 - P.S. 002 MEYER LONDON"
"02M003 - P.S. 003 CHARRETTE SCHOOL"
"02M006 - P.S. 006 LILLIE D. BLAKE"
"02M011 - P.S. 011: THE SARAH J. GARNET ELEMENTARY SCHOOL"
"02M033 - P.S. 033 CHELSEA PREP"
"02M040 - P.S. 040 AUGUSTUS SAINT-GAUDENS"
"02M041 - P.S. 041 GREENWICH VILLAGE"
"02M042 - P.S. 042 BENJAMIN ALTMAN"
"02M051 - P.S. 051 ELIAS HOWE"
"02M059 - P.S. 059 BEEKMAN HILL INTERNATIONAL"
"02M077 - P.S. 77 LOWER LAB SCHOOL"
"02M089 - P.S. 89"
"02M104 - J.H.S. 104 SIMON BARUCH"
"02M111 - P.S. 111 ADOLPH S. OCHS"
"02M114 - EAST SIDE MIDDLE SCHOOL"
"02M116 - P.S. 116 MARY LINDLEY MURRAY"
"02M124 - P.S. 124 YUNG WING"
"02M126 - P.S. 126 JACOB AUGUST RIIS"
"02M130 - P.S. 130 HERNANDO DE SOTO"
"02M131 - M.S. 131"
"02M150 - P.S. 150"
"02M151 - YORKVILLE COMMUNITY SCHOOL"
"02M158 - P.S. 158 BAYARD TAYLOR"
"02M167 - J.H.S. 167 ROBERT F. WAGNER"
"02M177 - YORKVILLE EAST MIDDLE SCHOOL"
"02M183 - P.S. 183 ROBERT L. STEVENSON"
"02M198 - P.S. 198 ISADOR E. IDA STRAUS"
"02M212 - P.S. 212 MIDTOWN WEST"
"02M217 - P.S./I.S. 217 ROOSEVELT ISLAND"
"02M225 - ELLA BAKER SCHOOL"
"02M234 - P.S. 234 INDEPENDENCE SCHOOL"
"02M255 - M.S. 255 SALK SCHOOL OF SCIENCE"
"02M260 - THE CLINTON SCHOOL"
"02M267 - EAST SIDE ELEMENTARY SCHOOL, PS 267"
"02M276 - BATTERY PARK CITY SCHOOL"
"02M281 - THE RIVER SCHOOL"
"02M289 - I.S. 289"
"02M290 - P.S. 290 MANHATTAN NEW SCHOOL"
"02M297 - M.S. 297"
"02M312 - NEW YORK CITY LAB MIDDLE SCHOOL FOR COLLABORATIVE"
"02M340 - SIXTH AVENUE ELEMENTARY SCHOOL"
"02M343 - THE PECK SLIP SCHOOL"
"02M347 - THE 47 AMERICAN SIGN LANGUAGE & ENGLISH LOWER SCHO"
"02M397 - SPRUCE STREET SCHOOL"
"02M407 - INSTITUTE FOR COLLABORATIVE EDUCATION"
"02M408 - PROFESSIONAL PERFORMING ARTS HIGH SCHOOL"
"02M413 - SCHOOL OF THE FUTURE HIGH SCHOOL"
"02M422 - QUEST TO LEARN"
"02M442 - BALLET TECH, NYC PUBLIC SCHOOL FOR DANCE"
"02M527 - P.S. 527 - EAST SIDE SCHOOL FOR SOCIAL ACTION"
"02M896 - LOWER MANHATTAN COMMUNITY MIDDLE SCHOOL"
"02M933 - CITY KNOLL MIDDLE SCHOOL"
"03M009 - P.S. 009 SARAH ANDERSON"
"03M054 - J.H.S. 054 BOOKER T. WASHINGTON"
"03M075 - P.S. 075 EMILY DICKINSON"
"03M076 - P.S. 076 A. PHILIP RANDOLPH"
"03M084 - P.S. 084 LILLIAN WEBER"
"03M087 - P.S. 087 WILLIAM SHERMAN"
"03M145 - P.S. 145, THE BLOOMINGDALE SCHOOL"
"03M149 - P.S. 149 SOJOURNER TRUTH"
"03M163 - P.S. 163 ALFRED E. SMITH"
"03M165 - P.S. 165 ROBERT E. SIMON"
"03M166 - P.S. 166 THE RICHARD RODGERS SCHOOL OF THE ARTS AN"
"03M180 - P.S. 180 HUGO NEWMAN"
"03M185 - THE LOCKE SCHOOL OF ARTS AND ENGINEERING"
"03M191 - THE RIVERSIDE SCHOOL FOR MAKERS AND ARTISTS"
"03M199 - P.S. 199 JESSIE ISADOR STRAUS"
