DBN,School Name,Grade,Year,% Level 3+4
02M124,P.S. 124 YUNG WING,All Grades,2016,65.21739197
02M124,P.S. 124 YUNG WING,3,2015,50.34965134
02M124,P.S. 124 YUNG WING,4,2015,63.43283463
02M124,P.S. 124 YUNG WING,5,2015,58.69565201
02M124,P.S. 124 YUNG WING,All Grades,2015,57.34939575
02M124,P.S. 124 YUNG WING,3,2014,68.53147125
02M124,P.S. 124 YUNG WING,4,2014,59.44055939
02M124,P.S. 124 YUNG WING,5,2014,58.95522308
02M124,P.S. 124 YUNG WING,All Grades,2014,62.38095093
02M124,P.S. 124 YUNG WING,3,2013,55
02M124,P.S. 124 YUNG WING,4,2013,63.19444275
02M124,P.S. 124 YUNG WING,5,2013,65.89147186
02M124,P.S. 124 YUNG WING,All Grades,2013,61.25907898
02M126,P.S. 126 JACOB AUGUST RIIS,3,2023,50
02M126,P.S. 126 JACOB AUGUST RIIS,4,2023,76.7441864
02M126,P.S. 126 JACOB AUGUST RIIS,5,2023,70.83333588
02M126,P.S. 126 JACOB AUGUST RIIS,6,2023,77.98165131
02M126,P.S. 126 JACOB AUGUST RIIS,7,2023,78.84615326
02M126,P.S. 126 JACOB AUGUST RIIS,8,2023,85.7142868
02M126,P.S. 126 JACOB AUGUST RIIS,All Grades,2023,76.23318481
02M126,P.S. 126 JACOB AUGUST RIIS,3,2022,40.90909195
02M126,P.S. 126 JACOB AUGUST RIIS,4,2022,68.8888855
02M126,P.S. 126 JACOB AUGUST RIIS,5,2022,58
02M126,P.S. 126 JACOB AUGUST RIIS,6,2022,74.2574234
02M126,P.S. 126 JACOB AUGUST RIIS,7,2022,85.56700897
02M126,P.S. 126 JACOB AUGUST RIIS,8,2022,85.85858917
02M126,P.S. 126 JACOB AUGUST RIIS,All Grades,2022,73.62385559
02M126,P.S. 126 JACOB AUGUST RIIS,3,2019,33.96226501
02M126,P.S. 126 JACOB AUGUST RIIS,4,2019,54.38596344
02M126,P.S. 126 JACOB AUGUST RIIS,5,2019,52.72727203
02M126,P.S. 126 JACOB AUGUST RIIS,6,2019,81.98197937
02M126,P.S. 126 JACOB AUGUST RIIS,7,2019,83.0357132
02M126,P.S. 126 JACOB AUGUST RIIS,8,2019,81.44329834
02M126,P.S. 126 JACOB AUGUST RIIS,All Grades,2019,70.3092804
02M126,P.S. 126 JACOB AUGUST RIIS,3,2018,42.1875
02M126,P.S. 126 JACOB AUGUST RIIS,4,2018,53.96825409
02M126,P.S. 126 JACOB AUGUST RIIS,5,2018,45.56962204
02M126,P.S. 126 JACOB AUGUST RIIS,6,2018,79.66101837
02M126,P.S. 126 JACOB AUGUST RIIS,7,2018,71.8446579
02M126,P.S. 126 JACOB AUGUST RIIS,8,2018,82.24298859
02M126,P.S. 126 JACOB AUGUST RIIS,All Grades,2018,66.10486603
02M126,P.S. 126 JACOB AUGUST RIIS,3,2017,33.84615326
02M126,P.S. 126 JACOB AUGUST RIIS,4,2017,51.89873505
02M126,P.S. 126 JACOB AUGUST RIIS,5,2017,31.48148155
02M126,P.S. 126 JACOB AUGUST RIIS,6,2017,55.04587173
02M126,P.S. 126 JACOB AUGUST RIIS,7,2017,76.36363983
02M126,P.S. 126 JACOB AUGUST RIIS,8,2017,84.31372833
02M126,P.S. 126 JACOB AUGUST RIIS,All Grades,2017,59.73025131
02M126,P.S. 126 JACOB AUGUST RIIS,3,2016,45.714286799999996
02M126,P.S. 126 JACOB AUGUST RIIS,4,2016,39.62264252
02M126,P.S. 126 JACOB AUGUST RIIS,5,2016,26
02M126,P.S. 126 JACOB AUGUST RIIS,6,2016,56.03448105
02M126,P.S. 126 JACOB AUGUST RIIS,7,2016,71.8446579
02M126,P.S. 126 JACOB AUGUST RIIS,8,2016,79.61164856
02M126,P.S. 126 JACOB AUGUST RIIS,All Grades,2016,57.97979736
02M126,P.S. 126 JACOB AUGUST RIIS,3,2015,26.22950745
02M126,P.S. 126 JACOB AUGUST RIIS,4,2015,21.15384674
02M126,P.S. 126 JACOB AUGUST RIIS,5,2015,43.28358078
02M126,P.S. 126 JACOB AUGUST RIIS,6,2015,55.14018631
02M126,P.S. 126 JACOB AUGUST RIIS,7,2015,62.5
02M126,P.S. 126 JACOB AUGUST RIIS,8,2015,72.07207489
02M126,P.S. 126 JACOB AUGUST RIIS,All Grades,2015,51.79282761
02M126,P.S. 126 JACOB AUGUST RIIS,3,2014,20.37037086
02M126,P.S. 126 JACOB AUGUST RIIS,4,2014,21.73913002
02M126,P.S. 126 JACOB AUGUST RIIS,5,2014,35.82089615
02M126,P.S. 126 JACOB AUGUST RIIS,6,2014,60.714286799999996
02M126,P.S. 126 JACOB AUGUST RIIS,7,2014,74.78260803
02M126,P.S. 126 JACOB AUGUST RIIS,8,2014,57.89473724
02M126,P.S. 126 JACOB AUGUST RIIS,All Grades,2014,50.84745789
02M126,P.S. 126 JACOB AUGUST RIIS,3,2013,9.090909004
02M126,P.S. 126 JACOB AUGUST RIIS,4,2013,23.2142849
02M126,P.S. 126 JACOB AUGUST RIIS,5,2013,34.3283577
02M126,P.S. 126 JACOB AUGUST RIIS,6,2013,65.51724243
02M126,P.S. 126 JACOB AUGUST RIIS,7,2013,57.89473724
02M126,P.S. 126 JACOB AUGUST RIIS,8,2013,68.46846771
02M126,P.S. 126 JACOB AUGUST RIIS,All Grades,2013,49.05660248
02M130,P.S. 130 HERNANDO DE SOTO,3,2023,74.11764526
02M130,P.S. 130 HERNANDO DE SOTO,4,2023,79.59183502
02M130,P.S. 130 HERNANDO DE SOTO,5,2023,76.85185242
02M130,P.S. 130 HERNANDO DE SOTO,All Grades,2023,76.97594452
02M130,P.S. 130 HERNANDO DE SOTO,3,2022,78.78787994
02M130,P.S. 130 HERNANDO DE SOTO,4,2022,78.07017517
02M130,P.S. 130 HERNANDO DE SOTO,5,2022,57.1428566
02M130,P.S. 130 HERNANDO DE SOTO,All Grades,2022,71.70417786
02M130,P.S. 130 HERNANDO DE SOTO,3,2019,77.39130402
02M130,P.S. 130 HERNANDO DE SOTO,4,2019,80.53691101
02M130,P.S. 130 HERNANDO DE SOTO,5,2019,75
02M130,P.S. 130 HERNANDO DE SOTO,All Grades,2019,77.57009125
02M130,P.S. 130 HERNANDO DE SOTO,3,2018,78.91156769
02M130,P.S. 130 HERNANDO DE SOTO,4,2018,91.66666412
02M130,P.S. 130 HERNANDO DE SOTO,5,2018,75.625
02M130,P.S. 130 HERNANDO DE SOTO,All Grades,2018,82.31578827
02M130,P.S. 130 HERNANDO DE SOTO,3,2017,85.29412079
02M130,P.S. 130 HERNANDO DE SOTO,4,2017,74.09638214
02M130,P.S. 130 HERNANDO DE SOTO,5,2017,65.29412079
02M130,P.S. 130 HERNANDO DE SOTO,All Grades,2017,74.90118408
02M130,P.S. 130 HERNANDO DE SOTO,3,2016,73.05389404
02M130,P.S. 130 HERNANDO DE SOTO,4,2016,70.52023315
02M130,P.S. 130 HERNANDO DE SOTO,5,2016,75.96899414
02M130,P.S. 130 HERNANDO DE SOTO,All Grades,2016,72.92111206
02M130,P.S. 130 HERNANDO DE SOTO,3,2015,52.63158035
02M130,P.S. 130 HERNANDO DE SOTO,4,2015,71.96969604
02M130,P.S. 130 HERNANDO DE SOTO,5,2015,61.94029999
02M130,P.S. 130 HERNANDO DE SOTO,All Grades,2015,61.327232359999996
02M130,P.S. 130 HERNANDO DE SOTO,3,2014,63.43283463
02M130,P.S. 130 HERNANDO DE SOTO,4,2014,66.66666412
02M130,P.S. 130 HERNANDO DE SOTO,5,2014,52.5
02M130,P.S. 130 HERNANDO DE SOTO,All Grades,2014,60.32863998
02M130,P.S. 130 HERNANDO DE SOTO,3,2013,50.72463608
02M130,P.S. 130 HERNANDO DE SOTO,4,2013,60
02M130,P.S. 130 HERNANDO DE SOTO,5,2013,56.20915222
02M130,P.S. 130 HERNANDO DE SOTO,All Grades,2013,55.8758316
02M131,M.S. 131,6,2023,40.90909195
02M131,M.S. 131,7,2023,51.785713200000004
02M131,M.S. 131,8,2023,41.66666794
02M131,M.S. 131,All Grades,2023,44.50549316
02M131,M.S. 131,6,2022,55.9322052
02M131,M.S. 131,7,2022,39.34426117
02M131,M.S. 131,8,2022,52.23880768
02M131,M.S. 131,All Grades,2022,49.19786072
02M131,M.S. 131,6,2019,42.55319214
02M131,M.S. 131,7,2019,44.53781509
02M131,M.S. 131,8,2019,57.24137878
02M131,M.S. 131,All Grades,2019,49.16201019
02M131,M.S. 131,6,2018,37.5
02M131,M.S. 131,7,2018,40.13605499
02M131,M.S. 131,8,2018,52.77777863
02M131,M.S. 131,All Grades,2018,42.93333435
02M131,M.S. 131,6,2017,26.81159401
02M131,M.S. 131,7,2017,34.02061844
02M131,M.S. 131,8,2017,43.70861053
02M131,M.S. 131,All Grades,2017,35.23316193
02M131,M.S. 131,6,2016,21.95121956
02M131,M.S. 131,7,2016,30
02M131,M.S. 131,8,2016,40.67796707
02M131,M.S. 131,All Grades,2016,31.76470566
02M131,M.S. 131,6,2015,29.6875
02M131,M.S. 131,7,2015,24.107143399999998
02M131,M.S. 131,8,2015,31.96721268
02M131,M.S. 131,All Grades,2015,28.72928238
02M131,M.S. 131,6,2014,19.79166603
02M131,M.S. 131,7,2014,20.5128212
02M131,M.S. 131,8,2014,11.90476227
02M131,M.S. 131,All Grades,2014,16.53543282
02M131,M.S. 131,6,2013,14.14141369
02M131,M.S. 131,7,2013,16.66666603
02M131,M.S. 131,8,2013,19.20529747
02M131,M.S. 131,All Grades,2013,17.00507545
02M150,P.S. 150,3,2023,85.7142868
02M150,P.S. 150,4,2023,94.44444275
02M150,P.S. 150,5,2023,93.75
02M150,P.S. 150,All Grades,2023,90.90908813
02M150,P.S. 150,3,2022,78.26087189
02M150,P.S. 150,4,2022,88.8888855
02M150,P.S. 150,5,2022,88.8888855
02M150,P.S. 150,All Grades,2022,84.74576569
02M150,P.S. 150,3,2019,84.61538696
02M150,P.S. 150,4,2019,100
02M150,P.S. 150,5,2019,76
02M150,P.S. 150,All Grades,2019,87.34177399
02M150,P.S. 150,3,2018,89.65517426
02M150,P.S. 150,4,2018,95.83333588
02M150,P.S. 150,5,2018,100
02M150,P.S. 150,All Grades,2018,94.59459686
02M150,P.S. 150,3,2017,88.8888855
02M150,P.S. 150,4,2017,95.83333588
02M150,P.S. 150,5,2017,80
02M150,P.S. 150,All Grades,2017,88.15789795
02M150,P.S. 150,3,2016,88
02M150,P.S. 150,4,2016,92.30769348
02M150,P.S. 150,5,2016,79.16666412
02M150,P.S. 150,All Grades,2016,86.66666412
02M150,P.S. 150,3,2015,75.86206818
02M150,P.S. 150,4,2015,80.7692337
02M150,P.S. 150,5,2015,80
02M150,P.S. 150,All Grades,2015,78.75
02M150,P.S. 150,3,2014,59.25925827
02M150,P.S. 150,4,2014,60.714286799999996
02M150,P.S. 150,5,2014,65.21739197
02M150,P.S. 150,All Grades,2014,61.53845978
02M150,P.S. 150,3,2013,67.85713959
02M150,P.S. 150,4,2013,66.66666412
02M150,P.S. 150,5,2013,81.48148346
02M150,P.S. 150,All Grades,2013,71.95121765
02M151,YORKVILLE COMMUNITY SCHOOL,3,2023,54.76190567
02M151,YORKVILLE COMMUNITY SCHOOL,4,2023,71.73912811
02M151,YORKVILLE COMMUNITY SCHOOL,5,2023,68.8888855
02M151,YORKVILLE COMMUNITY SCHOOL,All Grades,2023,65.41353607
02M151,YORKVILLE COMMUNITY SCHOOL,3,2022,63.82978821
02M151,YORKVILLE COMMUNITY SCHOOL,4,2022,62
02M151,YORKVILLE COMMUNITY SCHOOL,5,2022,65.45454407
02M151,YORKVILLE COMMUNITY SCHOOL,All Grades,2022,63.81578827
02M151,YORKVILLE COMMUNITY SCHOOL,3,2019,72.13114929
02M151,YORKVILLE COMMUNITY SCHOOL,4,2019,65.45454407
02M151,YORKVILLE COMMUNITY SCHOOL,5,2019,62.06896591
02M151,YORKVILLE COMMUNITY SCHOOL,All Grades,2019,66.00984955
02M151,YORKVILLE COMMUNITY SCHOOL,3,2018,61.90476227
02M151,YORKVILLE COMMUNITY SCHOOL,4,2018,68.1818161
02M151,YORKVILLE COMMUNITY SCHOOL,5,2018,64.78873444
02M151,YORKVILLE COMMUNITY SCHOOL,All Grades,2018,65.31531525
02M151,YORKVILLE COMMUNITY SCHOOL,3,2017,54.9450531
02M151,YORKVILLE COMMUNITY SCHOOL,4,2017,56.09756088
02M151,YORKVILLE COMMUNITY SCHOOL,5,2017,66.01941681
02M151,YORKVILLE COMMUNITY SCHOOL,All Grades,2017,59.42028809
02M151,YORKVILLE COMMUNITY SCHOOL,3,2016,67.46987915
02M151,YORKVILLE COMMUNITY SCHOOL,4,2016,71.02803802
02M151,YORKVILLE COMMUNITY SCHOOL,5,2016,51.94805145
02M151,YORKVILLE COMMUNITY SCHOOL,All Grades,2016,64.41947937
02M151,YORKVILLE COMMUNITY SCHOOL,3,2015,45.13274384
02M151,YORKVILLE COMMUNITY SCHOOL,4,2015,48.10126495
02M151,YORKVILLE COMMUNITY SCHOOL,5,2015,42.68292618
02M151,YORKVILLE COMMUNITY SCHOOL,All Grades,2015,45.25547409
02M151,YORKVILLE COMMUNITY SCHOOL,3,2014,38.02816772
02M151,YORKVILLE COMMUNITY SCHOOL,4,2014,46.15384674
02M151,YORKVILLE COMMUNITY SCHOOL,All Grades,2014,42.28187943
02M151,YORKVILLE COMMUNITY SCHOOL,3,2013,52.5
02M151,YORKVILLE COMMUNITY SCHOOL,All Grades,2013,52.5
02M158,P.S. 158 BAYARD TAYLOR,3,2023,83.14606476
02M158,P.S. 158 BAYARD TAYLOR,4,2023,85.7142868
02M158,P.S. 158 BAYARD TAYLOR,5,2023,85.88235474
02M158,P.S. 158 BAYARD TAYLOR,All Grades,2023,84.86055756
02M158,P.S. 158 BAYARD TAYLOR,3,2022,86.20689392
02M158,P.S. 158 BAYARD TAYLOR,4,2022,76.40449524
02M158,P.S. 158 BAYARD TAYLOR,5,2022,69.56521606
02M158,P.S. 158 BAYARD TAYLOR,All Grades,2022,77.95918274
02M158,P.S. 158 BAYARD TAYLOR,3,2019,87.85046387
02M158,P.S. 158 BAYARD TAYLOR,4,2019,84.67742157
02M158,P.S. 158 BAYARD TAYLOR,5,2019,78.72340393
02M158,P.S. 158 BAYARD TAYLOR,All Grades,2019,84
02M158,P.S. 158 BAYARD TAYLOR,3,2018,81.35593414
02M158,P.S. 158 BAYARD TAYLOR,4,2018,90
02M158,P.S. 158 BAYARD TAYLOR,5,2018,80.19802094
02M158,P.S. 158 BAYARD TAYLOR,All Grades,2018,83.69905853
02M158,P.S. 158 BAYARD TAYLOR,3,2017,87.37863922
02M158,P.S. 158 BAYARD TAYLOR,4,2017,88.1818161
02M158,P.S. 158 BAYARD TAYLOR,5,2017,80.2325592
02M158,P.S. 158 BAYARD TAYLOR,All Grades,2017,85.61872864
02M158,P.S. 158 BAYARD TAYLOR,3,2016,91.07142639
02M158,P.S. 158 BAYARD TAYLOR,4,2016,86.5853653
02M158,P.S. 158 BAYARD TAYLOR,5,2016,80.3738327
02M158,P.S. 158 BAYARD TAYLOR,All Grades,2016,86.04650879
02M158,P.S. 158 BAYARD TAYLOR,3,2015,78.57142639
02M158,P.S. 158 BAYARD TAYLOR,4,2015,82.24298859
02M158,P.S. 158 BAYARD TAYLOR,5,2015,75.53191376
02M158,P.S. 158 BAYARD TAYLOR,All Grades,2015,78.94736481
02M158,P.S. 158 BAYARD TAYLOR,3,2014,74.35897064
02M158,P.S. 158 BAYARD TAYLOR,4,2014,75.24752808
02M158,P.S. 158 BAYARD TAYLOR,5,2014,69.81131744
02M158,P.S. 158 BAYARD TAYLOR,All Grades,2014,73.14814758
02M158,P.S. 158 BAYARD TAYLOR,3,2013,59.09090805
02M158,P.S. 158 BAYARD TAYLOR,4,2013,67.30769348
02M158,P.S. 158 BAYARD TAYLOR,5,2013,73.27586365
02M158,P.S. 158 BAYARD TAYLOR,6,2013,s
02M158,P.S. 158 BAYARD TAYLOR,All Grades,2013,s
02M167,J.H.S. 167 ROBERT F. WAGNER,6,2023,84.21052551
02M167,J.H.S. 167 ROBERT F. WAGNER,7,2023,81.43712616
02M167,J.H.S. 167 ROBERT F. WAGNER,8,2023,84.79729462
02M167,J.H.S. 167 ROBERT F. WAGNER,All Grades,2023,83.3523407
02M167,J.H.S. 167 ROBERT F. WAGNER,6,2022,84.84848785
02M167,J.H.S. 167 ROBERT F. WAGNER,7,2022,79.7142868
02M167,J.H.S. 167 ROBERT F. WAGNER,8,2022,74.90908813
02M167,J.H.S. 167 ROBERT F. WAGNER,All Grades,2022,80.26316071
02M167,J.H.S. 167 ROBERT F. WAGNER,6,2019,79.51002502
02M167,J.H.S. 167 ROBERT F. WAGNER,7,2019,84.14918518
02M167,J.H.S. 167 ROBERT F. WAGNER,8,2019,74.31421661
02M167,J.H.S. 167 ROBERT F. WAGNER,All Grades,2019,79.4370575
02M167,J.H.S. 167 ROBERT F. WAGNER,6,2018,83.44827271
02M167,J.H.S. 167 ROBERT F. WAGNER,7,2018,75.3393631
02M167,J.H.S. 167 ROBERT F. WAGNER,8,2018,81.56565857
02M167,J.H.S. 167 ROBERT F. WAGNER,All Grades,2018,80.0471344
02M167,J.H.S. 167 ROBERT F. WAGNER,6,2017,63.49557495
02M167,J.H.S. 167 ROBERT F. WAGNER,7,2017,79.03614807
02M167,J.H.S. 167 ROBERT F. WAGNER,8,2017,75.75757599
02M167,J.H.S. 167 ROBERT F. WAGNER,All Grades,2017,72.44655609
02M167,J.H.S. 167 ROBERT F. WAGNER,6,2016,65.94203186
02M167,J.H.S. 167 ROBERT F. WAGNER,7,2016,65.57788849
02M167,J.H.S. 167 ROBERT F. WAGNER,8,2016,71.98177338
02M167,J.H.S. 167 ROBERT F. WAGNER,All Grades,2016,67.94564056
02M167,J.H.S. 167 ROBERT F. WAGNER,6,2015,58.0097084
02M167,J.H.S. 167 ROBERT F. WAGNER,7,2015,56.09756088
02M167,J.H.S. 167 ROBERT F. WAGNER,8,2015,62.02531815
02M167,J.H.S. 167 ROBERT F. WAGNER,All Grades,2015,58.5850563
02M167,J.H.S. 167 ROBERT F. WAGNER,6,2014,49.21700287
02M167,J.H.S. 167 ROBERT F. WAGNER,7,2014,52.88220596
02M167,J.H.S. 167 ROBERT F. WAGNER,8,2014,48.59812927
02M167,J.H.S. 167 ROBERT F. WAGNER,All Grades,2014,50.15698624
02M167,J.H.S. 167 ROBERT F. WAGNER,6,2013,52.69923019
02M167,J.H.S. 167 ROBERT F. WAGNER,7,2013,49.285713200000004
02M167,J.H.S. 167 ROBERT F. WAGNER,8,2013,53.02197647
02M167,J.H.S. 167 ROBERT F. WAGNER,All Grades,2013,51.57715225
02M177,YORKVILLE EAST MIDDLE SCHOOL,6,2023,77.17391205
02M177,YORKVILLE EAST MIDDLE SCHOOL,7,2023,81.69013977
02M177,YORKVILLE EAST MIDDLE SCHOOL,8,2023,89.55223846
02M177,YORKVILLE EAST MIDDLE SCHOOL,All Grades,2023,82.17391205
02M177,YORKVILLE EAST MIDDLE SCHOOL,6,2022,72.5
02M177,YORKVILLE EAST MIDDLE SCHOOL,7,2022,82.43243408
02M177,YORKVILLE EAST MIDDLE SCHOOL,8,2022,70.73170471
02M177,YORKVILLE EAST MIDDLE SCHOOL,All Grades,2022,75.89743805
02M177,YORKVILLE EAST MIDDLE SCHOOL,6,2019,84.72222137
02M177,YORKVILLE EAST MIDDLE SCHOOL,7,2019,67.10526276
02M177,YORKVILLE EAST MIDDLE SCHOOL,8,2019,74.6031723
02M177,YORKVILLE EAST MIDDLE SCHOOL,All Grades,2019,75.35545349
02M177,YORKVILLE EAST MIDDLE SCHOOL,6,2018,74.2857132
02M177,YORKVILLE EAST MIDDLE SCHOOL,7,2018,77.77777863
02M177,YORKVILLE EAST MIDDLE SCHOOL,8,2018,67.5
02M177,YORKVILLE EAST MIDDLE SCHOOL,All Grades,2018,72.97297668
02M177,YORKVILLE EAST MIDDLE SCHOOL,6,2017,51.38888931
02M177,YORKVILLE EAST MIDDLE SCHOOL,7,2017,69.13580322
02M177,YORKVILLE EAST MIDDLE SCHOOL,8,2017,76.7441864
02M177,YORKVILLE EAST MIDDLE SCHOOL,All Grades,2017,64.2857132
02M177,YORKVILLE EAST MIDDLE SCHOOL,6,2016,46.25
02M177,YORKVILLE EAST MIDDLE SCHOOL,7,2016,58.82352829
02M177,YORKVILLE EAST MIDDLE SCHOOL,All Grades,2016,51.1450386
02M177,YORKVILLE EAST MIDDLE SCHOOL,6,2015,46.29629517
02M177,YORKVILLE EAST MIDDLE SCHOOL,All Grades,2015,46.29629517
02M183,P.S. 183 ROBERT L. STEVENSON,3,2023,77.61193848
02M183,P.S. 183 ROBERT L. STEVENSON,4,2023,88.70967865
02M183,P.S. 183 ROBERT L. STEVENSON,5,2023,93.84615326
02M183,P.S. 183 ROBERT L. STEVENSON,All Grades,2023,86.59793854
02M183,P.S. 183 ROBERT L. STEVENSON,3,2022,89.55223846
02M183,P.S. 183 ROBERT L. STEVENSON,4,2022,94.20289612
02M183,P.S. 183 ROBERT L. STEVENSON,5,2022,78.78787994
02M183,P.S. 183 ROBERT L. STEVENSON,All Grades,2022,87.62376404
02M183,P.S. 183 ROBERT L. STEVENSON,3,2019,83.11688232
02M183,P.S. 183 ROBERT L. STEVENSON,4,2019,96.29629517
02M183,P.S. 183 ROBERT L. STEVENSON,5,2019,88.40579987
02M183,P.S. 183 ROBERT L. STEVENSON,All Grades,2019,89.42731476
02M183,P.S. 183 ROBERT L. STEVENSON,3,2018,92.59259033
02M183,P.S. 183 ROBERT L. STEVENSON,4,2018,90.14084625
02M183,P.S. 183 ROBERT L. STEVENSON,5,2018,79.01234436
02M183,P.S. 183 ROBERT L. STEVENSON,All Grades,2018,87.12446594
02M183,P.S. 183 ROBERT L. STEVENSON,3,2017,84.9315033
02M183,P.S. 183 ROBERT L. STEVENSON,4,2017,87.80487823
02M183,P.S. 183 ROBERT L. STEVENSON,5,2017,72.46376801
02M183,P.S. 183 ROBERT L. STEVENSON,All Grades,2017,82.14286041
02M183,P.S. 183 ROBERT L. STEVENSON,3,2016,78.40908813
02M183,P.S. 183 ROBERT L. STEVENSON,4,2016,83.78378296
02M183,P.S. 183 ROBERT L. STEVENSON,5,2016,65.51724243
02M183,P.S. 183 ROBERT L. STEVENSON,All Grades,2016,75.50200653
02M183,P.S. 183 ROBERT L. STEVENSON,3,2015,74.11764526
02M183,P.S. 183 ROBERT L. STEVENSON,4,2015,70.52631378
02M183,P.S. 183 ROBERT L. STEVENSON,5,2015,64.51612854
02M183,P.S. 183 ROBERT L. STEVENSON,All Grades,2015,69.59706879
02M183,P.S. 183 ROBERT L. STEVENSON,3,2014,58.65384674
02M183,P.S. 183 ROBERT L. STEVENSON,4,2014,74.75727844
02M183,P.S. 183 ROBERT L. STEVENSON,5,2014,74.6987915
02M183,P.S. 183 ROBERT L. STEVENSON,All Grades,2014,68.96551514
02M183,P.S. 183 ROBERT L. STEVENSON,3,2013,55.6603775
02M183,P.S. 183 ROBERT L. STEVENSON,4,2013,61.90476227
02M183,P.S. 183 ROBERT L. STEVENSON,5,2013,68.75
02M183,P.S. 183 ROBERT L. STEVENSON,All Grades,2013,61.48147964
02M198,P.S. 198 ISADOR E. IDA STRAUS,3,2023,74.32432556
02M198,P.S. 198 ISADOR E. IDA STRAUS,4,2023,62.9629631
02M198,P.S. 198 ISADOR E. IDA STRAUS,5,2023,66.66666412
02M198,P.S. 198 ISADOR E. IDA STRAUS,All Grades,2023,68.86227417
02M198,P.S. 198 ISADOR E. IDA STRAUS,3,2022,62.9629631
02M198,P.S. 198 ISADOR E. IDA STRAUS,4,2022,61.11111069
02M198,P.S. 198 ISADOR E. IDA STRAUS,5,2022,64.2857132
02M198,P.S. 198 ISADOR E. IDA STRAUS,All Grades,2022,62.87878799
02M198,P.S. 198 ISADOR E. IDA STRAUS,3,2019,73.49397278000001
02M198,P.S. 198 ISADOR E. IDA STRAUS,4,2019,72.91666412
02M198,P.S. 198 ISADOR E. IDA STRAUS,5,2019,61.0169487
02M198,P.S. 198 ISADOR E. IDA STRAUS,All Grades,2019,69.47368622
02M198,P.S. 198 ISADOR E. IDA STRAUS,3,2018,93.87754822
02M198,P.S. 198 ISADOR E. IDA STRAUS,4,2018,81.03448486
02M198,P.S. 198 ISADOR E. IDA STRAUS,5,2018,61.66666794
02M198,P.S. 198 ISADOR E. IDA STRAUS,All Grades,2018,77.84431458
02M198,P.S. 198 ISADOR E. IDA STRAUS,3,2017,69.09091187
02M198,P.S. 198 ISADOR E. IDA STRAUS,4,2017,60.60606003
02M198,P.S. 198 ISADOR E. IDA STRAUS,5,2017,53.22580719
02M198,P.S. 198 ISADOR E. IDA STRAUS,All Grades,2017,60.65573883
02M198,P.S. 198 ISADOR E. IDA STRAUS,3,2016,64.2857132
02M198,P.S. 198 ISADOR E. IDA STRAUS,4,2016,55.38461685
02M198,P.S. 198 ISADOR E. IDA STRAUS,5,2016,52.12765884
02M198,P.S. 198 ISADOR E. IDA STRAUS,All Grades,2016,56.7685585
02M198,P.S. 198 ISADOR E. IDA STRAUS,3,2015,48.52941132
02M198,P.S. 198 ISADOR E. IDA STRAUS,4,2015,48.91304398
02M198,P.S. 198 ISADOR E. IDA STRAUS,5,2015,14.89361668
02M198,P.S. 198 ISADOR E. IDA STRAUS,All Grades,2015,41.06280136
02M198,P.S. 198 ISADOR E. IDA STRAUS,3,2014,43.13725662
02M198,P.S. 198 ISADOR E. IDA STRAUS,4,2014,19.23077011
02M198,P.S. 198 ISADOR E. IDA STRAUS,5,2014,14.8648653
02M198,P.S. 198 ISADOR E. IDA STRAUS,All Grades,2014,28.5087719
02M198,P.S. 198 ISADOR E. IDA STRAUS,3,2013,16.36363602
02M198,P.S. 198 ISADOR E. IDA STRAUS,4,2013,23.52941132
02M198,P.S. 198 ISADOR E. IDA STRAUS,5,2013,13.33333302
02M198,P.S. 198 ISADOR E. IDA STRAUS,All Grades,2013,18.139534
02M212,P.S. 212 MIDTOWN WEST,3,2023,79.41176605
02M212,P.S. 212 MIDTOWN WEST,4,2023,82.85713959
02M212,P.S. 212 MIDTOWN WEST,5,2023,69.44444275
02M212,P.S. 212 MIDTOWN WEST,All Grades,2023,77.14286041
02M212,P.S. 212 MIDTOWN WEST,3,2022,72.97297668
02M212,P.S. 212 MIDTOWN WEST,4,2022,57.89473724
02M212,P.S. 212 MIDTOWN WEST,5,2022,42.22222137
02M212,P.S. 212 MIDTOWN WEST,All Grades,2022,56.66666794
02M212,P.S. 212 MIDTOWN WEST,3,2019,89.36170197
02M212,P.S. 212 MIDTOWN WEST,4,2019,76.36363983
02M212,P.S. 212 MIDTOWN WEST,5,2019,66.66666412
02M212,P.S. 212 MIDTOWN WEST,All Grades,2019,78.01418304
02M212,P.S. 212 MIDTOWN WEST,3,2018,92.30769348
02M212,P.S. 212 MIDTOWN WEST,4,2018,72.91666412
02M212,P.S. 212 MIDTOWN WEST,5,2018,64.81481171
02M212,P.S. 212 MIDTOWN WEST,All Grades,2018,76.62337494
02M212,P.S. 212 MIDTOWN WEST,3,2017,67.92453003
02M212,P.S. 212 MIDTOWN WEST,4,2017,70.90908813
02M212,P.S. 212 MIDTOWN WEST,5,2017,62.74509811
02M212,P.S. 212 MIDTOWN WEST,All Grades,2017,67.29560089
02M212,P.S. 212 MIDTOWN WEST,3,2016,72.72727203
02M212,P.S. 212 MIDTOWN WEST,4,2016,77.77777863
02M212,P.S. 212 MIDTOWN WEST,5,2016,83.67346954
02M212,P.S. 212 MIDTOWN WEST,All Grades,2016,77.84809875
02M212,P.S. 212 MIDTOWN WEST,3,2015,36.84210587
02M212,P.S. 212 MIDTOWN WEST,4,2015,78.57142639
