DBN,School Name,Grade,Year,% Level 3+4
15K169,P.S. 169 SUNSET PARK,3,2016,26.36655998
15K169,P.S. 169 SUNSET PARK,4,2016,34.67153168
15K169,P.S. 169 SUNSET PARK,5,2016,26.8292675
15K169,P.S. 169 SUNSET PARK,All Grades,2016,29.2418766
15K169,P.S. 169 SUNSET PARK,3,2015,29.26829338
15K169,P.S. 169 SUNSET PARK,4,2015,33.88429642
15K169,P.S. 169 SUNSET PARK,5,2015,30.29045677
15K169,P.S. 169 SUNSET PARK,All Grades,2015,31.03896141
15K169,P.S. 169 SUNSET PARK,3,2014,28.25278854
15K169,P.S. 169 SUNSET PARK,4,2014,32.09876633
15K169,P.S. 169 SUNSET PARK,5,2014,29.3023262
15K169,P.S. 169 SUNSET PARK,All Grades,2014,29.84869385
15K169,P.S. 169 SUNSET PARK,3,2013,25.20000076
15K169,P.S. 169 SUNSET PARK,4,2013,25.22935867
15K169,P.S. 169 SUNSET PARK,5,2013,21.07623291
15K169,P.S. 169 SUNSET PARK,All Grades,2013,23.87843704
15K172,P.S. 172 BEACON SCHOOL OF EXCELLENCE,3,2023,95
15K172,P.S. 172 BEACON SCHOOL OF EXCELLENCE,4,2023,100
15K172,P.S. 172 BEACON SCHOOL OF EXCELLENCE,5,2023,86.04650879
15K172,P.S. 172 BEACON SCHOOL OF EXCELLENCE,All Grades,2023,92.85713959
15K172,P.S. 172 BEACON SCHOOL OF EXCELLENCE,3,2022,100
15K172,P.S. 172 BEACON SCHOOL OF EXCELLENCE,4,2022,100
15K172,P.S. 172 BEACON SCHOOL OF EXCELLENCE,5,2022,95.12194824
15K172,P.S. 172 BEACON SCHOOL OF EXCELLENCE,All Grades,2022,97.97979736
15K172,P.S. 172 BEACON SCHOOL OF EXCELLENCE,3,2019,100
15K172,P.S. 172 BEACON SCHOOL OF EXCELLENCE,4,2019,98.68421173
15K172,P.S. 172 BEACON SCHOOL OF EXCELLENCE,5,2019,64.78873444
15K172,P.S. 172 BEACON SCHOOL OF EXCELLENCE,All Grades,2019,87.96295929
15K172,P.S. 172 BEACON SCHOOL OF EXCELLENCE,3,2018,100
15K172,P.S. 172 BEACON SCHOOL OF EXCELLENCE,4,2018,98.59155273
15K172,P.S. 172 BEACON SCHOOL OF EXCELLENCE,5,2018,86.90476227
15K172,P.S. 172 BEACON SCHOOL OF EXCELLENCE,All Grades,2018,94.87179565
15K172,P.S. 172 BEACON SCHOOL OF EXCELLENCE,3,2017,93.42105103
15K172,P.S. 172 BEACON SCHOOL OF EXCELLENCE,4,2017,100
15K172,P.S. 172 BEACON SCHOOL OF EXCELLENCE,5,2017,96.20252991
15K172,P.S. 172 BEACON SCHOOL OF EXCELLENCE,All Grades,2017,96.63865662
15K172,P.S. 172 BEACON SCHOOL OF EXCELLENCE,3,2016,94.11764526
15K172,P.S. 172 BEACON SCHOOL OF EXCELLENCE,4,2016,96.25
15K172,P.S. 172 BEACON SCHOOL OF EXCELLENCE,5,2016,76.92308044
15K172,P.S. 172 BEACON SCHOOL OF EXCELLENCE,All Grades,2016,89.30041504
15K172,P.S. 172 BEACON SCHOOL OF EXCELLENCE,3,2015,77.10843658
15K172,P.S. 172 BEACON SCHOOL OF EXCELLENCE,4,2015,81.48148346
15K172,P.S. 172 BEACON SCHOOL OF EXCELLENCE,5,2015,68
15K172,P.S. 172 BEACON SCHOOL OF EXCELLENCE,All Grades,2015,75.73221588
15K172,P.S. 172 BEACON SCHOOL OF EXCELLENCE,3,2014,69.2307663
15K172,P.S. 172 BEACON SCHOOL OF EXCELLENCE,4,2014,85.33333588
15K172,P.S. 172 BEACON SCHOOL OF EXCELLENCE,5,2014,66.23376465
15K172,P.S. 172 BEACON SCHOOL OF EXCELLENCE,All Grades,2014,73.25102997
15K172,P.S. 172 BEACON SCHOOL OF EXCELLENCE,3,2013,65.47618866
15K172,P.S. 172 BEACON SCHOOL OF EXCELLENCE,4,2013,68.29268646
15K172,P.S. 172 BEACON SCHOOL OF EXCELLENCE,5,2013,58.22784805
15K172,P.S. 172 BEACON SCHOOL OF EXCELLENCE,All Grades,2013,64.08163452
15K230,P.S. 230 DORIS L. COHEN,3,2023,65.48672485
15K230,P.S. 230 DORIS L. COHEN,4,2023,67.16417694
15K230,P.S. 230 DORIS L. COHEN,5,2023,71.07437897
15K230,P.S. 230 DORIS L. COHEN,All Grades,2023,67.93478394
15K230,P.S. 230 DORIS L. COHEN,3,2022,54.60526276
15K230,P.S. 230 DORIS L. COHEN,4,2022,64.86486816
15K230,P.S. 230 DORIS L. COHEN,5,2022,48.14814758
15K230,P.S. 230 DORIS L. COHEN,All Grades,2022,55.27638245
15K230,P.S. 230 DORIS L. COHEN,3,2019,70.66666412
15K230,P.S. 230 DORIS L. COHEN,4,2019,60
15K230,P.S. 230 DORIS L. COHEN,5,2019,47.72727203
15K230,P.S. 230 DORIS L. COHEN,All Grades,2019,58.84773636
15K230,P.S. 230 DORIS L. COHEN,3,2018,61.67664719
15K230,P.S. 230 DORIS L. COHEN,4,2018,51.68539429
15K230,P.S. 230 DORIS L. COHEN,5,2018,40
15K230,P.S. 230 DORIS L. COHEN,All Grades,2018,50.75471878
15K230,P.S. 230 DORIS L. COHEN,3,2017,52.6595726
15K230,P.S. 230 DORIS L. COHEN,4,2017,46.90721512
15K230,P.S. 230 DORIS L. COHEN,5,2017,54.43037796
15K230,P.S. 230 DORIS L. COHEN,All Grades,2017,51.11111069
15K230,P.S. 230 DORIS L. COHEN,3,2016,45.64102554
15K230,P.S. 230 DORIS L. COHEN,4,2016,57.73809433
15K230,P.S. 230 DORIS L. COHEN,5,2016,41.46341324
15K230,P.S. 230 DORIS L. COHEN,All Grades,2016,48.19734192
15K230,P.S. 230 DORIS L. COHEN,3,2015,38.76404572
15K230,P.S. 230 DORIS L. COHEN,4,2015,43.64640808
15K230,P.S. 230 DORIS L. COHEN,5,2015,45.45454407
15K230,P.S. 230 DORIS L. COHEN,All Grades,2015,42.78168869
15K230,P.S. 230 DORIS L. COHEN,3,2014,41.30434799
15K230,P.S. 230 DORIS L. COHEN,4,2014,36.15023422
15K230,P.S. 230 DORIS L. COHEN,5,2014,36.70212936
15K230,P.S. 230 DORIS L. COHEN,All Grades,2014,37.94871902
15K230,P.S. 230 DORIS L. COHEN,3,2013,40.75829315
15K230,P.S. 230 DORIS L. COHEN,4,2013,36
15K230,P.S. 230 DORIS L. COHEN,5,2013,45.60439682
15K230,P.S. 230 DORIS L. COHEN,All Grades,2013,40.64080811
15K261,P.S. 261 ZIPPORIAH MILLS,3,2023,78.4313736
15K261,P.S. 261 ZIPPORIAH MILLS,4,2023,68.8888855
15K261,P.S. 261 ZIPPORIAH MILLS,5,2023,51.42856979
15K261,P.S. 261 ZIPPORIAH MILLS,All Grades,2023,67.93893433
15K261,P.S. 261 ZIPPORIAH MILLS,3,2022,66.66666412
15K261,P.S. 261 ZIPPORIAH MILLS,4,2022,41.46341324
15K261,P.S. 261 ZIPPORIAH MILLS,5,2022,34.69387817
15K261,P.S. 261 ZIPPORIAH MILLS,All Grades,2022,47.82608795
15K261,P.S. 261 ZIPPORIAH MILLS,3,2019,65.30612183
15K261,P.S. 261 ZIPPORIAH MILLS,4,2019,46.29629517
15K261,P.S. 261 ZIPPORIAH MILLS,5,2019,65.57376862
15K261,P.S. 261 ZIPPORIAH MILLS,All Grades,2019,59.14634323
15K261,P.S. 261 ZIPPORIAH MILLS,3,2018,70
15K261,P.S. 261 ZIPPORIAH MILLS,4,2018,54.54545593
15K261,P.S. 261 ZIPPORIAH MILLS,5,2018,55.8139534
15K261,P.S. 261 ZIPPORIAH MILLS,All Grades,2018,59.06040192
15K261,P.S. 261 ZIPPORIAH MILLS,3,2017,58.62068939
15K261,P.S. 261 ZIPPORIAH MILLS,4,2017,58.18181992
15K261,P.S. 261 ZIPPORIAH MILLS,5,2017,55.55555725
15K261,P.S. 261 ZIPPORIAH MILLS,All Grades,2017,57.8571434
15K261,P.S. 261 ZIPPORIAH MILLS,3,2016,62.74509811
15K261,P.S. 261 ZIPPORIAH MILLS,4,2016,42.8571434
15K261,P.S. 261 ZIPPORIAH MILLS,5,2016,57.77777863
15K261,P.S. 261 ZIPPORIAH MILLS,All Grades,2016,53.94736862
15K261,P.S. 261 ZIPPORIAH MILLS,3,2015,74.2857132
15K261,P.S. 261 ZIPPORIAH MILLS,4,2015,51.51515198
15K261,P.S. 261 ZIPPORIAH MILLS,5,2015,60.86956406
15K261,P.S. 261 ZIPPORIAH MILLS,All Grades,2015,59.67741776
15K261,P.S. 261 ZIPPORIAH MILLS,3,2014,45.63106918
15K261,P.S. 261 ZIPPORIAH MILLS,4,2014,41.964286799999996
15K261,P.S. 261 ZIPPORIAH MILLS,5,2014,40
15K261,P.S. 261 ZIPPORIAH MILLS,All Grades,2014,42.38806152
15K261,P.S. 261 ZIPPORIAH MILLS,3,2013,48.62385178
15K261,P.S. 261 ZIPPORIAH MILLS,4,2013,29.6875
15K261,P.S. 261 ZIPPORIAH MILLS,5,2013,40
15K261,P.S. 261 ZIPPORIAH MILLS,All Grades,2013,38.93557358
15K295,P.S. 295,3,2023,57.1428566
15K295,P.S. 295,4,2023,67.64705658
15K295,P.S. 295,5,2023,71.875
15K295,P.S. 295,All Grades,2023,65.95744324
15K295,P.S. 295,3,2022,65
15K295,P.S. 295,4,2022,61.76470566
15K295,P.S. 295,5,2022,34.285713200000004
15K295,P.S. 295,All Grades,2022,51.68539429
15K295,P.S. 295,3,2019,68.42105103
15K295,P.S. 295,4,2019,66
15K295,P.S. 295,5,2019,56.36363602
15K295,P.S. 295,All Grades,2019,63.58024597
15K295,P.S. 295,3,2018,50
15K295,P.S. 295,4,2018,74.13793182
15K295,P.S. 295,5,2018,48.68421173
15K295,P.S. 295,All Grades,2018,57.06521606
15K295,P.S. 295,3,2017,49.25373077
15K295,P.S. 295,4,2017,66.66666412
15K295,P.S. 295,5,2017,64.0625
15K295,P.S. 295,All Grades,2017,60.28708267
15K295,P.S. 295,3,2016,54.3209877
15K295,P.S. 295,4,2016,71.21212006
15K295,P.S. 295,5,2016,44.11764526
15K295,P.S. 295,All Grades,2016,56.27906799
15K295,P.S. 295,3,2015,51.38888931
15K295,P.S. 295,4,2015,36.61971664
15K295,P.S. 295,5,2015,40.38461685
15K295,P.S. 295,All Grades,2015,43.07692337
15K295,P.S. 295,3,2014,34.84848404
15K295,P.S. 295,4,2014,39.68254089
15K295,P.S. 295,5,2014,46
15K295,P.S. 295,All Grades,2014,39.66480637
15K295,P.S. 295,3,2013,37.5
15K295,P.S. 295,4,2013,35.29411697
15K295,P.S. 295,5,2013,33.96226501
15K295,P.S. 295,All Grades,2013,35.714286799999996
15K321,P.S. 321 WILLIAM PENN,3,2023,77.9661026
15K321,P.S. 321 WILLIAM PENN,4,2023,91.37931061
15K321,P.S. 321 WILLIAM PENN,5,2023,86.16352081
15K321,P.S. 321 WILLIAM PENN,All Grades,2023,85.09803772
15K321,P.S. 321 WILLIAM PENN,3,2022,84.43113708
15K321,P.S. 321 WILLIAM PENN,4,2022,78.57142639
15K321,P.S. 321 WILLIAM PENN,5,2022,73.15436554
15K321,P.S. 321 WILLIAM PENN,All Grades,2022,78.93617249
15K321,P.S. 321 WILLIAM PENN,3,2019,82.23683929
15K321,P.S. 321 WILLIAM PENN,4,2019,88.48484802
15K321,P.S. 321 WILLIAM PENN,5,2019,77.8625946
15K321,P.S. 321 WILLIAM PENN,All Grades,2019,83.25892639
15K321,P.S. 321 WILLIAM PENN,3,2018,80.57142639
15K321,P.S. 321 WILLIAM PENN,4,2018,95.19230652
15K321,P.S. 321 WILLIAM PENN,5,2018,83.56164551
15K321,P.S. 321 WILLIAM PENN,All Grades,2018,85.1764679
15K321,P.S. 321 WILLIAM PENN,3,2017,75
15K321,P.S. 321 WILLIAM PENN,4,2017,91.03448486
15K321,P.S. 321 WILLIAM PENN,5,2017,85.4304657
15K321,P.S. 321 WILLIAM PENN,All Grades,2017,84.02777863
15K321,P.S. 321 WILLIAM PENN,3,2016,80.43478394
15K321,P.S. 321 WILLIAM PENN,4,2016,89.33333588
15K321,P.S. 321 WILLIAM PENN,5,2016,82.01438904
15K321,P.S. 321 WILLIAM PENN,All Grades,2016,84.07494354
15K321,P.S. 321 WILLIAM PENN,3,2015,64.24242401
15K321,P.S. 321 WILLIAM PENN,4,2015,85.88235474
15K321,P.S. 321 WILLIAM PENN,5,2015,77.57009125
15K321,P.S. 321 WILLIAM PENN,All Grades,2015,75.79185486
15K321,P.S. 321 WILLIAM PENN,3,2014,73.46939087
15K321,P.S. 321 WILLIAM PENN,4,2014,80.6603775
15K321,P.S. 321 WILLIAM PENN,5,2014,82.29665375
15K321,P.S. 321 WILLIAM PENN,All Grades,2014,78.52852631
15K321,P.S. 321 WILLIAM PENN,3,2013,70.2325592
15K321,P.S. 321 WILLIAM PENN,4,2013,73.91304016
15K321,P.S. 321 WILLIAM PENN,5,2013,77.95698547
15K321,P.S. 321 WILLIAM PENN,All Grades,2013,73.85102844
15K442,M.S. 442 CARROLL GARDENS SCHOOL FOR INNOVATION,6,2023,72.61904907
15K442,M.S. 442 CARROLL GARDENS SCHOOL FOR INNOVATION,7,2023,79.78723145
15K442,M.S. 442 CARROLL GARDENS SCHOOL FOR INNOVATION,8,2023,88
15K442,M.S. 442 CARROLL GARDENS SCHOOL FOR INNOVATION,All Grades,2023,78.94736481
15K442,M.S. 442 CARROLL GARDENS SCHOOL FOR INNOVATION,6,2022,81.72042847
15K442,M.S. 442 CARROLL GARDENS SCHOOL FOR INNOVATION,7,2022,71.59091187
15K442,M.S. 442 CARROLL GARDENS SCHOOL FOR INNOVATION,8,2022,69.38775635
15K442,M.S. 442 CARROLL GARDENS SCHOOL FOR INNOVATION,All Grades,2022,75.21739197
15K442,M.S. 442 CARROLL GARDENS SCHOOL FOR INNOVATION,6,2019,72.88135529
15K442,M.S. 442 CARROLL GARDENS SCHOOL FOR INNOVATION,7,2019,67.1875
15K442,M.S. 442 CARROLL GARDENS SCHOOL FOR INNOVATION,8,2019,55.55555725
15K442,M.S. 442 CARROLL GARDENS SCHOOL FOR INNOVATION,All Grades,2019,67.84140778
15K442,M.S. 442 CARROLL GARDENS SCHOOL FOR INNOVATION,6,2018,56.75675583
15K442,M.S. 442 CARROLL GARDENS SCHOOL FOR INNOVATION,7,2018,52.63158035
15K442,M.S. 442 CARROLL GARDENS SCHOOL FOR INNOVATION,8,2018,54.90196228
15K442,M.S. 442 CARROLL GARDENS SCHOOL FOR INNOVATION,All Grades,2018,54.9450531
15K442,M.S. 442 CARROLL GARDENS SCHOOL FOR INNOVATION,6,2017,28
15K442,M.S. 442 CARROLL GARDENS SCHOOL FOR INNOVATION,7,2017,63.63636398
15K442,M.S. 442 CARROLL GARDENS SCHOOL FOR INNOVATION,8,2017,33.92856979
15K442,M.S. 442 CARROLL GARDENS SCHOOL FOR INNOVATION,All Grades,2017,43.6046524
15K442,M.S. 442 CARROLL GARDENS SCHOOL FOR INNOVATION,6,2016,40
15K442,M.S. 442 CARROLL GARDENS SCHOOL FOR INNOVATION,7,2016,28.30188751
15K442,M.S. 442 CARROLL GARDENS SCHOOL FOR INNOVATION,8,2016,22.95081902
15K442,M.S. 442 CARROLL GARDENS SCHOOL FOR INNOVATION,All Grades,2016,30.17751503
15K442,M.S. 442 CARROLL GARDENS SCHOOL FOR INNOVATION,6,2015,18.86792374
15K442,M.S. 442 CARROLL GARDENS SCHOOL FOR INNOVATION,7,2015,10.9375
15K442,M.S. 442 CARROLL GARDENS SCHOOL FOR INNOVATION,8,2015,26.66666603
15K442,M.S. 442 CARROLL GARDENS SCHOOL FOR INNOVATION,All Grades,2015,17.90123367
15K442,M.S. 442 CARROLL GARDENS SCHOOL FOR INNOVATION,6,2014,7.142857075
15K442,M.S. 442 CARROLL GARDENS SCHOOL FOR INNOVATION,7,2014,8.333333015
15K442,M.S. 442 CARROLL GARDENS SCHOOL FOR INNOVATION,8,2014,9.615385056
15K442,M.S. 442 CARROLL GARDENS SCHOOL FOR INNOVATION,All Grades,2014,8.333333015
15K442,M.S. 442 CARROLL GARDENS SCHOOL FOR INNOVATION,6,2013,14.89361668
15K442,M.S. 442 CARROLL GARDENS SCHOOL FOR INNOVATION,7,2013,9.615385056
15K442,M.S. 442 CARROLL GARDENS SCHOOL FOR INNOVATION,8,2013,8.888889313
15K442,M.S. 442 CARROLL GARDENS SCHOOL FOR INNOVATION,All Grades,2013,11.11111069
15K443,NEW VOICES SCHOOL OF ACADEMIC & CREATIVE ARTS,6,2023,81.61764526
15K443,NEW VOICES SCHOOL OF ACADEMIC & CREATIVE ARTS,7,2023,82.14286041
15K443,NEW VOICES SCHOOL OF ACADEMIC & CREATIVE ARTS,8,2023,80.19802094
15K443,NEW VOICES SCHOOL OF ACADEMIC & CREATIVE ARTS,All Grades,2023,81.37535858
15K443,NEW VOICES SCHOOL OF ACADEMIC & CREATIVE ARTS,6,2022,81.20301056
15K443,NEW VOICES SCHOOL OF ACADEMIC & CREATIVE ARTS,7,2022,72.99269867
15K443,NEW VOICES SCHOOL OF ACADEMIC & CREATIVE ARTS,8,2022,73.91304016
15K443,NEW VOICES SCHOOL OF ACADEMIC & CREATIVE ARTS,All Grades,2022,76.10389709
15K443,NEW VOICES SCHOOL OF ACADEMIC & CREATIVE ARTS,6,2019,81.77083588
15K443,NEW VOICES SCHOOL OF ACADEMIC & CREATIVE ARTS,7,2019,87.13450623
15K443,NEW VOICES SCHOOL OF ACADEMIC & CREATIVE ARTS,8,2019,85.62874603
15K443,NEW VOICES SCHOOL OF ACADEMIC & CREATIVE ARTS,All Grades,2019,84.71697998
15K443,NEW VOICES SCHOOL OF ACADEMIC & CREATIVE ARTS,6,2018,85.87570953
15K443,NEW VOICES SCHOOL OF ACADEMIC & CREATIVE ARTS,7,2018,85.88235474
15K443,NEW VOICES SCHOOL OF ACADEMIC & CREATIVE ARTS,8,2018,87.95180511
15K443,NEW VOICES SCHOOL OF ACADEMIC & CREATIVE ARTS,All Grades,2018,86.54970551
15K443,NEW VOICES SCHOOL OF ACADEMIC & CREATIVE ARTS,6,2017,73.44632721
15K443,NEW VOICES SCHOOL OF ACADEMIC & CREATIVE ARTS,7,2017,86.04650879
15K443,NEW VOICES SCHOOL OF ACADEMIC & CREATIVE ARTS,8,2017,84.86842346
15K443,NEW VOICES SCHOOL OF ACADEMIC & CREATIVE ARTS,All Grades,2017,81.23752594
15K443,NEW VOICES SCHOOL OF ACADEMIC & CREATIVE ARTS,6,2016,77.90697479
15K443,NEW VOICES SCHOOL OF ACADEMIC & CREATIVE ARTS,7,2016,82.92682648
15K443,NEW VOICES SCHOOL OF ACADEMIC & CREATIVE ARTS,8,2016,72.59259033
15K443,NEW VOICES SCHOOL OF ACADEMIC & CREATIVE ARTS,All Grades,2016,78.13163757
15K443,NEW VOICES SCHOOL OF ACADEMIC & CREATIVE ARTS,6,2015,58.75
15K443,NEW VOICES SCHOOL OF ACADEMIC & CREATIVE ARTS,7,2015,58.70967865
15K443,NEW VOICES SCHOOL OF ACADEMIC & CREATIVE ARTS,8,2015,65.78947449
15K443,NEW VOICES SCHOOL OF ACADEMIC & CREATIVE ARTS,All Grades,2015,61.02783585
15K443,NEW VOICES SCHOOL OF ACADEMIC & CREATIVE ARTS,6,2014,41.40127563
15K443,NEW VOICES SCHOOL OF ACADEMIC & CREATIVE ARTS,7,2014,53.84615326
15K443,NEW VOICES SCHOOL OF ACADEMIC & CREATIVE ARTS,8,2014,57.59493637
15K443,NEW VOICES SCHOOL OF ACADEMIC & CREATIVE ARTS,All Grades,2014,51.03305817
15K443,NEW VOICES SCHOOL OF ACADEMIC & CREATIVE ARTS,6,2013,45.61403656
15K443,NEW VOICES SCHOOL OF ACADEMIC & CREATIVE ARTS,7,2013,50.29940033
15K443,NEW VOICES SCHOOL OF ACADEMIC & CREATIVE ARTS,8,2013,55.69620132
15K443,NEW VOICES SCHOOL OF ACADEMIC & CREATIVE ARTS,All Grades,2013,50.40322495
15K447,THE MATH & SCIENCE EXPLORATORY SCHOOL,6,2023,74.81481171
15K447,THE MATH & SCIENCE EXPLORATORY SCHOOL,7,2023,72.26890564
15K447,THE MATH & SCIENCE EXPLORATORY SCHOOL,8,2023,79.41176605
15K447,THE MATH & SCIENCE EXPLORATORY SCHOOL,All Grades,2023,74.84471893
15K447,THE MATH & SCIENCE EXPLORATORY SCHOOL,6,2022,81.10236359
15K447,THE MATH & SCIENCE EXPLORATORY SCHOOL,7,2022,71.6417923
15K447,THE MATH & SCIENCE EXPLORATORY SCHOOL,8,2022,73.40425873
15K447,THE MATH & SCIENCE EXPLORATORY SCHOOL,All Grades,2022,75.49295807
15K447,THE MATH & SCIENCE EXPLORATORY SCHOOL,6,2019,84.61538696
15K447,THE MATH & SCIENCE EXPLORATORY SCHOOL,7,2019,80.26316071
15K447,THE MATH & SCIENCE EXPLORATORY SCHOOL,8,2019,92.92929077
15K447,THE MATH & SCIENCE EXPLORATORY SCHOOL,All Grades,2019,85.01228333
15K447,THE MATH & SCIENCE EXPLORATORY SCHOOL,6,2018,82.66666412
15K447,THE MATH & SCIENCE EXPLORATORY SCHOOL,7,2018,94.11764526
15K447,THE MATH & SCIENCE EXPLORATORY SCHOOL,8,2018,86.66666412
15K447,THE MATH & SCIENCE EXPLORATORY SCHOOL,All Grades,2018,88.04071045
15K447,THE MATH & SCIENCE EXPLORATORY SCHOOL,6,2017,91.33333588
15K447,THE MATH & SCIENCE EXPLORATORY SCHOOL,7,2017,90.32257843
15K447,THE MATH & SCIENCE EXPLORATORY SCHOOL,8,2017,85.56700897
15K447,THE MATH & SCIENCE EXPLORATORY SCHOOL,All Grades,2017,89.55223846
15K447,THE MATH & SCIENCE EXPLORATORY SCHOOL,6,2016,85.51724243
15K447,THE MATH & SCIENCE EXPLORATORY SCHOOL,7,2016,85.7142868
15K447,THE MATH & SCIENCE EXPLORATORY SCHOOL,8,2016,85.58558655
15K447,THE MATH & SCIENCE EXPLORATORY SCHOOL,All Grades,2016,85.61151123
15K447,THE MATH & SCIENCE EXPLORATORY SCHOOL,6,2015,76.62337494
15K447,THE MATH & SCIENCE EXPLORATORY SCHOOL,7,2015,79.7468338
15K447,THE MATH & SCIENCE EXPLORATORY SCHOOL,8,2015,75.42372894
15K447,THE MATH & SCIENCE EXPLORATORY SCHOOL,All Grades,2015,77.44186401
15K447,THE MATH & SCIENCE EXPLORATORY SCHOOL,6,2014,70.625
15K447,THE MATH & SCIENCE EXPLORATORY SCHOOL,7,2014,70.1863327
15K447,THE MATH & SCIENCE EXPLORATORY SCHOOL,8,2014,72.72727203
15K447,THE MATH & SCIENCE EXPLORATORY SCHOOL,All Grades,2014,71.12068939
15K447,THE MATH & SCIENCE EXPLORATORY SCHOOL,6,2013,66.27218628
15K447,THE MATH & SCIENCE EXPLORATORY SCHOOL,7,2013,61.80555725
15K447,THE MATH & SCIENCE EXPLORATORY SCHOOL,8,2013,63.51351166
15K447,THE MATH & SCIENCE EXPLORATORY SCHOOL,All Grades,2013,63.99132156
15K448,BROOKLYN COLLABORATIVE STUDIES,6,2023,56.25
15K448,BROOKLYN COLLABORATIVE STUDIES,7,2023,88.23529053
15K448,BROOKLYN COLLABORATIVE STUDIES,8,2023,68.42105103
15K448,BROOKLYN COLLABORATIVE STUDIES,All Grades,2023,69.16666412
15K448,BROOKLYN COLLABORATIVE STUDIES,6,2022,84.21052551
15K448,BROOKLYN COLLABORATIVE STUDIES,7,2022,49.05660248
15K448,BROOKLYN COLLABORATIVE STUDIES,8,2022,60
15K448,BROOKLYN COLLABORATIVE STUDIES,All Grades,2022,62.69841385
15K448,BROOKLYN COLLABORATIVE STUDIES,6,2019,32.5
15K448,BROOKLYN COLLABORATIVE STUDIES,7,2019,26.08695602
15K448,BROOKLYN COLLABORATIVE STUDIES,8,2019,6.25
15K448,BROOKLYN COLLABORATIVE STUDIES,All Grades,2019,25.31645584
15K448,BROOKLYN COLLABORATIVE STUDIES,6,2018,36.36363602
15K448,BROOKLYN COLLABORATIVE STUDIES,7,2018,25.92592621
15K448,BROOKLYN COLLABORATIVE STUDIES,8,2018,45.45454407
15K448,BROOKLYN COLLABORATIVE STUDIES,All Grades,2018,33.33333206
15K448,BROOKLYN COLLABORATIVE STUDIES,6,2017,11.53846169
15K448,BROOKLYN COLLABORATIVE STUDIES,7,2017,8.333333015
15K448,BROOKLYN COLLABORATIVE STUDIES,8,2017,26.08695602
15K448,BROOKLYN COLLABORATIVE STUDIES,All Grades,2017,16.39344215
15K448,BROOKLYN COLLABORATIVE STUDIES,6,2016,26.31579018
15K448,BROOKLYN COLLABORATIVE STUDIES,7,2016,19.04761887
15K448,BROOKLYN COLLABORATIVE STUDIES,8,2016,36.36363602
15K448,BROOKLYN COLLABORATIVE STUDIES,All Grades,2016,25.49019623
15K448,BROOKLYN COLLABORATIVE STUDIES,6,2015,13.63636398
15K448,BROOKLYN COLLABORATIVE STUDIES,7,2015,44.44444275
15K448,BROOKLYN COLLABORATIVE STUDIES,8,2015,47.36841965
15K448,BROOKLYN COLLABORATIVE STUDIES,All Grades,2015,32
15K448,BROOKLYN COLLABORATIVE STUDIES,6,2014,16.45569611
15K448,BROOKLYN COLLABORATIVE STUDIES,7,2014,18.29268265
15K448,BROOKLYN COLLABORATIVE STUDIES,8,2014,10.8433733
15K448,BROOKLYN COLLABORATIVE STUDIES,All Grades,2014,15.16393471
15K448,BROOKLYN COLLABORATIVE STUDIES,6,2013,10.75268841
15K448,BROOKLYN COLLABORATIVE STUDIES,7,2013,12.79069805
15K448,BROOKLYN COLLABORATIVE STUDIES,8,2013,24.39024353
15K448,BROOKLYN COLLABORATIVE STUDIES,All Grades,2013,15.70881271
15K464,PARK SLOPE COLLEGIATE,6,2023,54.71697998
15K464,PARK SLOPE COLLEGIATE,7,2023,67.5
15K464,PARK SLOPE COLLEGIATE,8,2023,61.66666794
15K464,PARK SLOPE COLLEGIATE,All Grades,2023,60.7843132
15K464,PARK SLOPE COLLEGIATE,6,2022,69.2307663
15K464,PARK SLOPE COLLEGIATE,7,2022,64.70587921
15K464,PARK SLOPE COLLEGIATE,8,2022,30
15K464,PARK SLOPE COLLEGIATE,All Grades,2022,54.77706909
15K464,PARK SLOPE COLLEGIATE,6,2019,43.75
15K464,PARK SLOPE COLLEGIATE,7,2019,41.93548203
15K464,PARK SLOPE COLLEGIATE,8,2019,47.36841965
15K464,PARK SLOPE COLLEGIATE,All Grades,2019,43.88888931
15K464,PARK SLOPE COLLEGIATE,6,2018,54.05405426
15K464,PARK SLOPE COLLEGIATE,7,2018,54.34782791
15K464,PARK SLOPE COLLEGIATE,8,2018,40
15K464,PARK SLOPE COLLEGIATE,All Grades,2018,51.33333206
15K464,PARK SLOPE COLLEGIATE,6,2017,30.43478203
15K464,PARK SLOPE COLLEGIATE,7,2017,48.97959137
15K464,PARK SLOPE COLLEGIATE,8,2017,29.16666603
15K464,PARK SLOPE COLLEGIATE,All Grades,2017,37.81512451
15K464,PARK SLOPE COLLEGIATE,6,2016,35
15K464,PARK SLOPE COLLEGIATE,7,2016,36.11111069
15K464,PARK SLOPE COLLEGIATE,8,2016,20.58823586
15K464,PARK SLOPE COLLEGIATE,All Grades,2016,31.53846169
15K464,PARK SLOPE COLLEGIATE,6,2015,28.94736862
15K464,PARK SLOPE COLLEGIATE,7,2015,21.21212196
15K464,PARK SLOPE COLLEGIATE,8,2015,4.545454502
15K464,PARK SLOPE COLLEGIATE,All Grades,2015,20.43010712
15K464,PARK SLOPE COLLEGIATE,6,2014,10.81081104
15K464,PARK SLOPE COLLEGIATE,7,2014,4.347826004
15K464,PARK SLOPE COLLEGIATE,8,2014,0
